s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s,Pa,Pa
 2.6000137E+003, 2.4684827E-001, 8.9400158E-001,-1.4975651E+000, 2.1367676E-001, 5.6065171E-010,-9.4290605E-014, 1.7553952E-001,-7.1538786E-003, 3.2501046E-002,-7.4278802E-006, 1.7592420E-005, 8.2048551E-006, 5.0360588E-010,-2.9819269E-001,-2.9819269E-001
 2.6100217E+003, 2.4640252E-001, 8.9463107E-001,-1.4890355E+000, 2.1273245E-001, 5.4165689E-010,-9.4290719E-014, 1.7925909E-001, 4.1446441E-003, 4.3989588E-002,-7.3802598E-006, 1.7575931E-005, 8.1522535E-006, 5.0248594E-010,-2.9819269E-001,-2.9819269E-001
 2.6200125E+003, 2.4598705E-001, 8.9340333E-001,-1.4830661E+000, 2.1216725E-001, 5.3090820E-010,-9.4290723E-014, 1.7357655E-001, 2.6451283E-003, 4.2068048E-002,-7.3302674E-006, 1.7561972E-005, 8.0970318E-006, 5.0123173E-010,-2.9819269E-001,-2.9819269E-001
 2.6300098E+003, 2.4537627E-001, 8.9615656E-001,-1.5060286E+000, 2.1337641E-001, 5.3817807E-010,-9.4290812E-014, 1.7494489E-001,-1.4768871E-002, 2.3825536E-002,-7.2325003E-006, 1.7543450E-005, 7.9890380E-006, 5.0022355E-010,-2.9819269E-001,-2.9819269E-001
 2.6400007E+003, 2.4488940E-001, 8.9034943E-001,-1.4721250E+000, 2.1042920E-001, 5.1847965E-010,-9.4290852E-014, 1.7179623E-001, 6.7812352E-003, 4.5339309E-002,-7.1788898E-006, 1.7527248E-005, 7.9298197E-006, 4.9935027E-010,-2.9819269E-001,-2.9819269E-001
 2.6500005E+003, 2.4496348E-001, 8.9475462E-001,-1.4986110E+000, 2.1090866E-001, 5.0257080E-010,-9.4290816E-014, 1.7705828E-001,-9.8662634E-003, 2.9074033E-002,-7.2175407E-006, 1.7517213E-005, 7.9725136E-006, 4.9809981E-010,-2.9819269E-001,-2.9819269E-001
 2.6600095E+003, 2.4467218E-001, 8.9329943E-001,-1.4848660E+000, 2.1019640E-001, 4.9052593E-010,-9.4290875E-014, 1.7669962E-001, 1.4857567E-003, 4.0001601E-002,-7.1904813E-006, 1.7502186E-005, 7.9426236E-006, 4.9679402E-010,-2.9819269E-001,-2.9819269E-001
 2.6700159E+003, 2.4449886E-001, 8.9438081E-001,-1.4908837E+000, 2.0973735E-001, 4.8932622E-010,-9.4290911E-014, 1.7132873E-001,-9.6018524E-003, 2.9062092E-002,-7.1938992E-006, 1.7488651E-005, 7.9463992E-006, 4.9565200E-010,-2.9819269E-001,-2.9819269E-001
 2.6800024E+003, 2.4368705E-001, 8.9307021E-001,-1.4657951E+000, 2.0934708E-001, 4.8763890E-010,-9.4290986E-014, 1.7207605E-001, 1.4749004E-002, 5.2385255E-002,-7.0681629E-006, 1.7468657E-005, 7.8075105E-006, 4.9473637E-010,-2.9819269E-001,-2.9819269E-001
 2.6900127E+003, 2.4338644E-001, 8.9465835E-001,-1.4974068E+000, 2.0966698E-001, 4.8571989E-010,-9.4291026E-014, 1.7214304E-001,-1.5555481E-002, 2.2448042E-002,-7.0304946E-006, 1.7457553E-005, 7.7659020E-006, 4.9388464E-010,-2.9819269E-001,-2.9819269E-001
 2.7000042E+003, 2.4314773E-001, 8.9537328E-001,-1.4830092E+000, 2.0856377E-001, 4.9266702E-010,-9.4291075E-014, 1.7203161E-001,-1.7055394E-003, 3.6107205E-002,-7.0066014E-006, 1.7445768E-005, 7.7395095E-006, 4.9318535E-010,-2.9819269E-001,-2.9819269E-001
 2.7100195E+003, 2.4308766E-001, 8.8901941E-001,-1.4707552E+000, 2.0652139E-001, 4.7681456E-010,-9.4290969E-014, 1.7360724E-001, 4.3428442E-003, 4.1480493E-002,-7.0337891E-006, 1.7431372E-005, 7.7695411E-006, 4.9252022E-010,-2.9819269E-001,-2.9819269E-001
 2.7200044E+003, 2.4309000E-001, 8.9212225E-001,-1.4679387E+000, 2.0659141E-001, 4.6748693E-010,-9.4291001E-014, 1.7204321E-001, 8.1083000E-003, 4.5908187E-002,-7.0579653E-006, 1.7421517E-005, 7.7962462E-006, 4.9149716E-010,-2.9819269E-001,-2.9819269E-001
 2.7300015E+003, 2.4241614E-001, 8.9474772E-001,-1.4943573E+000, 2.0708831E-001, 4.9201910E-010,-9.4291098E-014, 1.7343279E-001,-1.4196053E-002, 2.3327636E-002,-6.9653369E-006, 1.7403486E-005, 7.6939286E-006, 4.9062892E-010,-2.9819269E-001,-2.9819269E-001
 2.7400068E+003, 2.4215391E-001, 8.9303486E-001,-1.4606746E+000, 2.0570310E-001, 4.9140517E-010,-9.4291127E-014, 1.7160292E-001, 1.4365120E-002, 5.1820171E-002,-6.9400131E-006, 1.7389258E-005, 7.6659559E-006, 4.9031516E-010,-2.9819269E-001,-2.9819269E-001
 2.7500208E+003, 2.4211391E-001, 8.9337769E-001,-1.4807696E+000, 2.0602800E-001, 4.7469470E-010,-9.4291118E-014, 1.7448545E-001,-2.0476964E-003, 3.5235418E-002,-6.9687778E-006, 1.7374526E-005, 7.6977294E-006, 4.8974091E-010,-2.9819269E-001,-2.9819269E-001
 2.7600017E+003, 2.4186641E-001, 8.8957197E-001,-1.4687706E+000, 2.0439797E-001, 4.6610302E-010,-9.4291116E-014, 1.7547170E-001, 4.7489937E-003, 4.2537480E-002,-6.9582137E-006, 1.7357522E-005, 7.6860603E-006, 4.8878364E-010,-2.9819269E-001,-2.9819269E-001
 2.7700198E+003, 2.4188006E-001, 8.8993977E-001,-1.4922380E+000, 2.0366457E-001, 4.5304457E-010,-9.4291058E-014, 1.7455658E-001,-1.9627586E-002, 1.7802997E-002,-6.9984921E-006, 1.7345742E-005, 7.7305519E-006, 4.8776531E-010,-2.9819269E-001,-2.9819269E-001
 2.7800005E+003, 2.4176394E-001, 8.9171560E-001,-1.4709516E+000, 2.0450826E-001, 4.5113098E-010,-9.4291088E-014, 1.6879598E-001,-1.8470219E-003, 3.5832189E-002,-6.9898171E-006, 1.7339068E-005, 7.7209695E-006, 4.8675458E-010,-2.9819269E-001,-2.9819269E-001
 2.7900117E+003, 2.4166661E-001, 8.9185995E-001,-1.4553928E+000, 2.0261779E-001, 4.4458612E-010,-9.4291118E-014, 1.7399038E-001, 1.7205406E-002, 5.4741943E-002,-6.9940868E-006, 1.7329518E-005, 7.7256858E-006, 4.8585682E-010,-2.9819269E-001,-2.9819269E-001
 2.8000144E+003, 2.4117671E-001, 8.9185873E-001,-1.4885057E+000, 2.0340023E-001, 4.4185978E-010,-9.4291189E-014, 1.7032470E-001,-1.9276341E-002, 1.8254711E-002,-6.9219955E-006, 1.7314115E-005, 7.6460536E-006, 4.8496739E-010,-2.9819269E-001,-2.9819269E-001
 2.8100042E+003, 2.4043788E-001, 8.9333808E-001,-1.4655807E+000, 2.0316536E-001, 4.4664493E-010,-9.4291289E-014, 1.7139637E-001, 5.7476854E-003, 4.2757031E-002,-6.7964579E-006, 1.7302183E-005, 7.5073844E-006, 4.8421988E-010,-2.9819269E-001,-2.9819269E-001
 2.8200054E+003, 2.4023888E-001, 8.9295837E-001,-1.4743657E+000, 2.0262725E-001, 4.3952878E-010,-9.4291301E-014, 1.7445604E-001,-1.1568535E-003, 3.5914879E-002,-6.7909620E-006, 1.7288003E-005, 7.5013137E-006, 4.8361442E-010,-2.9819269E-001,-2.9819269E-001
 2.8300117E+003, 2.4037591E-001, 8.8800592E-001,-1.4639331E+000, 2.0114883E-001, 4.2771774E-010,-9.4291229E-014, 1.7083574E-001,-9.4561885E-004, 3.6433275E-002,-6.8402306E-006, 1.7280204E-005, 7.5557359E-006, 4.8276412E-010,-2.9819269E-001,-2.9819269E-001
 2.8400061E+003, 2.4027576E-001, 8.9200804E-001,-1.4790960E+000, 2.0146438E-001, 4.2064673E-010,-9.4291241E-014, 1.7047715E-001,-1.1699003E-002, 2.5129378E-002,-6.8360365E-006, 1.7271493E-005, 7.5511031E-006, 4.8173900E-010,-2.9819269E-001,-2.9819269E-001
 2.8500217E+003, 2.3971589E-001, 8.9284311E-001,-1.4454180E+000, 2.0001953E-001, 4.1912237E-010,-9.4273544E-014, 1.7248325E-001, 2.3032276E-002, 5.9643773E-002,-6.7615735E-006, 1.7256411E-005, 7.4688511E-006, 4.8072765E-010,-2.9819269E-001,-2.9819269E-001
 2.8600044E+003, 2.3948846E-001, 8.9106059E-001,-1.4786366E+000, 1.9997815E-001, 4.3392490E-010,-9.4291312E-014, 1.7083432E-001,-1.3931605E-002, 2.2724970E-002,-6.7345007E-006, 1.7244416E-005, 7.4389464E-006, 4.8005780E-010,-2.9819269E-001,-2.9819269E-001
 2.8700032E+003, 2.3932537E-001, 8.9289470E-001,-1.4760510E+000, 2.0072612E-001, 4.3553529E-010,-9.4291357E-014, 1.7156905E-001,-8.2757086E-003, 2.8464197E-002,-6.7513806E-006, 1.7226321E-005, 7.4575919E-006, 4.7964201E-010,-2.9819269E-001,-2.9819269E-001
 2.8800166E+003, 2.3888672E-001, 8.9049383E-001,-1.4672531E+000, 1.9959322E-001, 4.4500364E-010,-9.4291376E-014, 1.6996345E-001,-4.4630262E-003, 3.1684128E-002,-6.6836745E-006, 1.7214998E-005, 7.3828036E-006, 4.7924982E-010,-2.9819269E-001,-2.9819269E-001
 2.8900151E+003, 2.3890082E-001, 8.8930483E-001,-1.4502107E+000, 1.9840101E-001, 4.8321564E-010,-9.4291347E-014, 1.6657353E-001, 6.4861437E-003, 4.2969530E-002,-6.6948275E-006, 1.7213485E-005, 7.3951233E-006, 4.7915496E-010,-2.9819269E-001,-2.9819269E-001
 2.9000090E+003, 2.3869672E-001, 8.8883544E-001,-1.4643880E+000, 1.9817429E-001, 4.7881966E-010,-9.4291322E-014, 1.7044899E-001,-3.9388585E-003, 3.1767405E-002,-6.6744691E-006, 1.7201415E-005, 7.3726353E-006, 4.7948177E-010,-2.9819269E-001,-2.9819269E-001
 2.9100134E+003, 2.3837288E-001, 8.9328673E-001,-1.4612997E+000, 1.9919637E-001, 4.5715554E-010,-9.4291368E-014, 1.7403449E-001, 7.1039780E-003, 4.3590755E-002,-6.6577176E-006, 1.7183930E-005, 7.3541316E-006, 4.7906490E-010,-2.9819269E-001,-2.9819269E-001
 2.9200002E+003, 2.3779035E-001, 8.9331361E-001,-1.4671165E+000, 1.9884087E-001, 4.4841080E-010,-9.4291493E-014, 1.7377154E-001, 1.0111880E-003, 3.6599854E-002,-6.5773369E-006, 1.7165062E-005, 7.2653428E-006, 4.7811412E-010,-2.9819269E-001,-2.9819269E-001
 2.9300066E+003, 2.3757020E-001, 8.9202222E-001,-1.4599727E+000, 1.9772101E-001, 4.5265725E-010,-9.4291508E-014, 1.7154949E-001, 3.1583527E-003, 3.8890243E-002,-6.5626754E-006, 1.7152454E-005, 7.2491477E-006, 4.7719244E-010,-2.9819269E-001,-2.9819269E-001
 2.9400010E+003, 2.3715897E-001, 8.9164244E-001,-1.4719674E+000, 1.9742485E-001, 4.6532348E-010,-9.4291570E-014, 1.6913568E-001,-1.2216461E-002, 2.3394552E-002,-6.5137729E-006, 1.7134504E-005, 7.1951300E-006, 4.7667436E-010,-2.9819269E-001,-2.9819269E-001
 2.9500195E+003, 2.3706301E-001, 8.8986841E-001,-1.4552736E+000, 1.9632042E-001, 4.7910767E-010,-9.4291528E-014, 1.6699686E-001,-7.7746070E-004, 3.4975073E-002,-6.5280758E-006, 1.7124950E-005, 7.2109290E-006, 4.7633943E-010,-2.9819269E-001,-2.9819269E-001
 2.9600142E+003, 2.3719706E-001, 8.9150899E-001,-1.4477563E+000, 1.9591440E-001, 5.1455906E-010,-9.4291515E-014, 1.6825389E-001, 9.3352272E-003, 4.5118000E-002,-6.5659140E-006, 1.7119318E-005, 7.2527251E-006, 4.7641552E-010,-2.9819269E-001,-2.9819269E-001
 2.9700168E+003, 2.3645343E-001, 8.9192951E-001,-1.4613840E+000, 1.9576900E-001, 5.2278565E-010,-9.4291611E-014, 1.7010553E-001,-2.1551191E-003, 3.2873455E-002,-6.4399234E-006, 1.7104621E-005, 7.1135555E-006, 4.7691105E-010,-2.9819269E-001,-2.9819269E-001
 2.9800095E+003, 2.3631300E-001, 8.9181050E-001,-1.4661221E+000, 1.9598614E-001, 5.1515312E-010,-9.4291632E-014, 1.7032239E-001,-6.6796351E-003, 2.8309913E-002,-6.4405601E-006, 1.7094009E-005, 7.1142589E-006, 4.7680696E-010,-2.9819269E-001,-2.9819269E-001
 2.9900142E+003, 2.3581639E-001, 8.9314443E-001,-1.4533322E+000, 1.9592607E-001, 5.1652156E-010,-9.4291691E-014, 1.6952838E-001, 6.2495039E-003, 4.1083118E-002,-6.3746329E-006, 1.7076900E-005, 7.0414355E-006, 4.7631192E-010,-2.9819269E-001,-2.9819269E-001
 3.0000195E+003, 2.3561017E-001, 8.9136798E-001,-1.4550385E+000, 1.9538007E-001, 5.1745184E-010,-9.4291663E-014, 1.6746314E-001,-1.7960670E-004, 3.4782864E-002,-6.3491595E-006, 1.7069953E-005, 7.0132975E-006, 4.7583899E-010,-2.9819269E-001,-2.9819269E-001
 3.0100164E+003, 2.3531928E-001, 8.9275140E-001,-1.4613035E+000, 1.9469386E-001, 4.9772652E-010,-9.4291729E-014, 1.7135461E-001,-1.6114983E-003, 3.2815622E-002,-6.3317701E-006, 1.7054241E-005, 6.9940891E-006, 4.7518616E-010,-2.9819269E-001,-2.9819269E-001
 3.0200146E+003, 2.3505862E-001, 8.9282111E-001,-1.4589583E+000, 1.9431520E-001, 4.7326524E-010,-9.4291760E-014, 1.7205772E-001, 6.2521015E-004, 3.5294335E-002,-6.3095220E-006, 1.7038644E-005, 6.9695139E-006, 4.7404785E-010,-2.9819269E-001,-2.9819269E-001
 3.0300071E+003, 2.3482421E-001, 8.9267810E-001,-1.4562298E+000, 1.9364605E-001, 4.8329259E-010,-9.4291792E-014, 1.6905443E-001,-4.8292801E-004, 3.3973015E-002,-6.3056835E-006, 1.7021733E-005, 6.9652739E-006, 4.7280854E-010,-2.9819269E-001,-2.9819269E-001
 3.0400112E+003, 2.3468913E-001, 8.9085199E-001,-1.4540967E+000, 1.9307435E-001, 4.7384380E-010,-9.4291765E-014, 1.6665701E-001,-3.1906634E-003, 3.1175789E-002,-6.2911568E-006, 1.7013588E-005, 6.9492275E-006, 4.7208930E-010,-2.9819269E-001,-2.9819269E-001
 3.0500037E+003, 2.3480495E-001, 8.9113527E-001,-1.4519299E+000, 1.9273792E-001, 4.6074200E-010,-9.4291709E-014, 1.6839194E-001, 3.6523751E-004, 3.5140171E-002,-6.3351172E-006, 1.7009481E-005, 6.9977864E-006, 4.7117126E-010,-2.9819269E-001,-2.9819269E-001
 3.0600156E+003, 2.3462244E-001, 8.9273890E-001,-1.4690293E+000, 1.9317006E-001, 4.4120164E-010,-9.4291748E-014, 1.7101975E-001,-1.2402863E-002, 2.2521879E-002,-6.3319982E-006, 1.6993661E-005, 6.9943411E-006, 4.7009081E-010,-2.9819269E-001,-2.9819269E-001
 3.0700061E+003, 2.3406573E-001, 8.9309778E-001,-1.4368357E+000, 1.9220103E-001, 4.3127807E-010,-9.4291798E-014, 1.7131304E-001, 1.9299352E-002, 5.3841930E-002,-6.2619986E-006, 1.6976111E-005, 6.9170194E-006, 4.6883124E-010,-2.9819269E-001,-2.9819269E-001
 3.0800015E+003, 2.3350394E-001, 8.9235080E-001,-1.4583426E+000, 1.9260614E-001, 4.2339721E-010,-9.4291901E-014, 1.6744085E-001,-6.0737802E-003, 2.7559106E-002,-6.1834845E-006, 1.6960345E-005, 6.8302924E-006, 4.6769108E-010,-2.9819269E-001,-2.9819269E-001
 3.0900125E+003, 2.3331534E-001, 8.9246041E-001,-1.4614422E+000, 1.9192112E-001, 4.1859903E-010,-9.4291903E-014, 1.6617544E-001,-1.1785948E-002, 2.2430104E-002,-6.1701522E-006, 1.6946659E-005, 6.8155656E-006, 4.6674672E-010,-2.9819269E-001,-2.9819269E-001
 3.1000107E+003, 2.3344904E-001, 8.9306798E-001,-1.4439625E+000, 1.9227812E-001, 4.0865528E-010,-9.4291892E-014, 1.6623332E-001, 6.6457234E-003, 4.1065946E-002,-6.2062916E-006, 1.6942201E-005, 6.8554852E-006, 4.6578197E-010,-2.9819269E-001,-2.9819269E-001
 3.1100198E+003, 2.3272242E-001, 8.9361079E-001,-1.4576785E+000, 1.9117236E-001, 4.0252122E-010,-9.4291964E-014, 1.6786915E-001,-5.6710591E-003, 2.7696260E-002,-6.0999586E-006, 1.6926351E-005, 6.7380296E-006, 4.6485686E-010,-2.9819269E-001,-2.9819269E-001
 3.1200042E+003, 2.3312919E-001, 8.8902525E-001,-1.4370768E+000, 1.8990853E-001, 3.8949655E-010,-9.4291882E-014, 1.6463074E-001, 5.7719777E-003, 3.9616915E-002,-6.2001454E-006, 1.6922698E-005, 6.8486961E-006, 4.6391451E-010,-2.9819269E-001,-2.9819269E-001
 3.1300054E+003, 2.3319989E-001, 8.9082846E-001,-1.4550809E+000, 1.8973332E-001, 3.7499330E-010,-9.4291821E-014, 1.7041322E-001,-5.3509740E-003, 2.9093997E-002,-6.2276193E-006, 1.6915003E-005, 6.8790439E-006, 4.6280111E-010,-2.9819269E-001,-2.9819269E-001
 3.1400024E+003, 2.3273700E-001, 8.9071083E-001,-1.4476984E+000, 1.8914704E-001, 3.6030762E-010,-9.4291896E-014, 1.6852761E-001,-3.9030410E-004, 3.3424088E-002,-6.1671105E-006, 1.6901244E-005, 6.8122058E-006, 4.6160834E-010,-2.9819269E-001,-2.9819269E-001
 3.1500059E+003, 2.3259210E-001, 8.8980902E-001,-1.4503451E+000, 1.8871596E-001, 3.4641529E-010,-9.4291839E-014, 1.7257796E-001,-4.6383010E-004, 3.3349922E-002,-6.1702410E-006, 1.6887943E-005, 6.8156637E-006, 4.6036019E-010,-2.9819269E-001,-2.9819269E-001
 3.1600198E+003, 2.3223564E-001, 8.9403024E-001,-1.4421374E+000, 1.8958734E-001, 3.3387236E-010,-9.4291341E-014, 1.6765570E-001, 7.7544869E-003, 4.1371548E-002,-6.1266846E-006, 1.6873546E-005, 6.7675512E-006, 4.5907619E-010,-2.9819269E-001,-2.9819269E-001
 3.1700007E+003, 2.3243650E-001, 8.9163165E-001,-1.4604747E+000, 1.8866036E-001, 3.1914615E-010,-9.4291696E-014, 1.6887097E-001,-1.3539517E-002, 2.1124746E-002,-6.1840491E-006, 1.6870300E-005, 6.8309161E-006, 4.5782803E-010,-2.9819269E-001,-2.9819269E-001
 3.1800046E+003, 2.3155309E-001, 8.9485006E-001,-1.4588194E+000, 1.8923233E-001, 3.1162432E-010,-9.4290034E-014, 1.7119481E-001,-5.3213526E-003, 2.8010844E-002,-6.0470709E-006, 1.6847822E-005, 6.6796096E-006, 4.5656558E-010,-2.9819269E-001,-2.9819269E-001
 3.1900032E+003, 2.3131302E-001, 8.9107050E-001,-1.4411767E+000, 1.8875163E-001, 3.0722922E-010,-9.4288652E-014, 1.6695504E-001, 3.8275215E-003, 3.6913440E-002,-6.0275804E-006, 1.6835024E-005, 6.6580804E-006, 4.5550387E-010,-2.9819269E-001,-2.9819269E-001
 3.2000059E+003, 2.3119392E-001, 8.9162287E-001,-1.4443566E+000, 1.8709877E-001, 2.9722483E-010,-9.4289175E-014, 1.7007282E-001, 2.5188237E-003, 3.5631738E-002,-6.0219997E-006, 1.6828591E-005, 6.6519159E-006, 4.5454625E-010,-2.9819269E-001,-2.9819269E-001
 3.2100063E+003, 2.3139302E-001, 8.8907454E-001,-1.4444895E+000, 1.8654763E-001, 2.9466099E-010,-9.4289579E-014, 1.6543416E-001,-5.8562579E-003, 2.7959823E-002,-6.0837732E-006, 1.6820168E-005, 6.7201512E-006, 4.5356324E-010,-2.9819269E-001,-2.9819269E-001
 3.2200042E+003, 2.3085541E-001, 8.9464734E-001,-1.4527558E+000, 1.8756001E-001, 2.9657366E-010,-9.4289248E-014, 1.6988673E-001,-2.8799790E-003, 3.0193722E-002,-6.0117811E-006, 1.6804506E-005, 6.6406285E-006, 4.5280885E-010,-2.9819269E-001,-2.9819269E-001
 3.2300090E+003, 2.3046568E-001, 8.9161120E-001,-1.4293644E+000, 1.8710859E-001, 3.0741442E-010,-9.4288316E-014, 1.6530665E-001, 1.1961893E-002, 4.5127687E-002,-5.9536428E-006, 1.6792593E-005, 6.5764088E-006, 4.5222414E-010,-2.9819269E-001,-2.9819269E-001
 3.2400156E+003, 2.3028464E-001, 8.9008866E-001,-1.4349608E+000, 1.8583997E-001, 3.1562123E-010,-9.4288298E-014, 1.6464043E-001, 3.8204129E-003, 3.5892913E-002,-5.9271611E-006, 1.6788349E-005, 6.5471570E-006, 4.5203223E-010,-2.9819269E-001,-2.9819269E-001
 3.2500190E+003, 2.3036021E-001, 8.9039002E-001,-1.4495643E+000, 1.8565376E-001, 3.0105069E-010,-9.4288253E-014, 1.6593959E-001,-1.0722714E-002, 2.2779261E-002,-5.9754632E-006, 1.6776103E-005, 6.6005117E-006, 4.5170398E-010,-2.9819269E-001,-2.9819269E-001
 3.2600173E+003, 2.3053776E-001, 8.9006027E-001,-1.4347165E+000, 1.8574365E-001, 2.9408246E-010,-9.4288220E-014, 1.6775511E-001, 5.9850171E-003, 3.9380331E-002,-6.0173964E-006, 1.6775762E-005, 6.6468311E-006, 4.5094435E-010,-2.9819269E-001,-2.9819269E-001
 3.2700186E+003, 2.2988300E-001, 8.9054632E-001,-1.4400048E+000, 1.8495024E-001, 3.0238054E-010,-9.4288303E-014, 1.6573866E-001,-1.8344132E-003, 3.1113385E-002,-5.9148572E-006, 1.6760954E-005, 6.5335661E-006, 4.5021314E-010,-2.9819269E-001,-2.9819269E-001
 3.2800000E+003, 2.3031806E-001, 8.8745517E-001,-1.4406901E+000, 1.8493678E-001, 3.0065200E-010,-9.4288168E-014, 1.6548011E-001,-6.3023386E-003, 2.7499996E-002,-6.0068867E-006, 1.6760107E-005, 6.6352222E-006, 4.4971764E-010,-2.9819269E-001,-2.9819269E-001
 3.2900083E+003, 2.3002567E-001, 8.8901780E-001,-1.4448033E+000, 1.8430446E-001, 3.0384416E-010,-9.4288207E-014, 1.7151881E-001,-3.1676289E-003, 3.0063398E-002,-5.9742619E-006, 1.6748694E-005, 6.5991846E-006, 4.4922495E-010,-2.9819269E-001,-2.9819269E-001
 3.3000020E+003, 2.2966638E-001, 8.9185644E-001,-1.4361347E+000, 1.8526557E-001, 3.0064127E-010,-9.4288277E-014, 1.6570894E-001, 3.3282159E-003, 3.6362644E-002,-5.9395666E-006, 1.6732104E-005, 6.5608602E-006, 4.4868577E-010,-2.9819269E-001,-2.9819269E-001
 3.3100149E+003, 2.2908782E-001, 8.9253323E-001,-1.4571411E+000, 1.8565748E-001, 3.0603667E-010,-9.4288372E-014, 1.6794920E-001,-1.4752202E-002, 1.8086604E-002,-5.8626159E-006, 1.6713306E-005, 6.4758602E-006, 4.4815535E-010,-2.9819269E-001,-2.9819269E-001
 3.3200034E+003, 2.2885434E-001, 8.9073914E-001,-1.4317325E+000, 1.8364265E-001, 2.9784536E-010,-9.4288365E-014, 1.6705747E-001, 6.1052800E-003, 3.8561089E-002,-5.8459810E-006, 1.6700953E-005, 6.4574853E-006, 4.4770017E-010,-2.9819269E-001,-2.9819269E-001
 3.3300125E+003, 2.2899033E-001, 8.9196195E-001,-1.4461923E+000, 1.8457960E-001, 2.8622336E-010,-9.4288356E-014, 1.6545710E-001,-7.9717316E-003, 2.4796722E-002,-5.8883674E-006, 1.6694239E-005, 6.5043054E-006, 4.4695973E-010,-2.9819269E-001,-2.9819269E-001
 3.3400193E+003, 2.2829489E-001, 8.9301495E-001,-1.4217643E+000, 1.8403123E-001, 2.8979979E-010,-9.4288429E-014, 1.6653471E-001, 1.8418540E-002, 5.0111459E-002,-5.7796787E-006, 1.6680676E-005, 6.3842476E-006, 4.4608438E-010,-2.9819269E-001,-2.9819269E-001
 3.3500066E+003, 2.2798050E-001, 8.8938860E-001,-1.4372494E+000, 1.8309971E-001, 3.0028810E-010,-9.4288473E-014, 1.6546154E-001,-3.1813952E-003, 2.8680945E-002,-5.7414630E-006, 1.6665507E-005, 6.3420344E-006, 4.4557960E-010,-2.9819269E-001,-2.9819269E-001
 3.3600210E+003, 2.2806598E-001, 8.9069129E-001,-1.4184650E+000, 1.8290952E-001, 2.9237541E-010,-9.4288462E-014, 1.6577043E-001, 1.7591253E-002, 4.8972176E-002,-5.7851730E-006, 1.6659195E-005, 6.3903166E-006, 4.4514066E-010,-2.9819269E-001,-2.9819269E-001
 3.3700090E+003, 2.2783314E-001, 8.9106995E-001,-1.4546768E+000, 1.8174488E-001, 2.8540890E-010,-9.4288460E-014, 1.6642155E-001,-1.9476153E-002, 1.2392696E-002,-5.7493131E-006, 1.6650598E-005, 6.3507057E-006, 4.4449823E-010,-2.9819269E-001,-2.9819269E-001
 3.3800151E+003, 2.2764588E-001, 8.9111406E-001,-1.4374311E+000, 1.8138826E-001, 2.7500374E-010,-9.4288469E-014, 1.6563912E-001,-3.5894478E-003, 2.8356212E-002,-5.7459596E-006, 1.6640031E-005, 6.3470014E-006, 4.4369449E-010,-2.9819269E-001,-2.9819269E-001
 3.3900125E+003, 2.2788610E-001, 8.8433344E-001,-1.4327170E+000, 1.7952799E-001, 2.6879943E-010,-9.4288315E-014, 1.6651377E-001,-6.2761546E-003, 2.5544319E-002,-5.8283845E-006, 1.6626505E-005, 6.4380481E-006, 4.4278748E-010,-2.9819269E-001,-2.9819269E-001
 3.4000161E+003, 2.2757284E-001, 8.9313998E-001,-1.4397519E+000, 1.8209064E-001, 2.6209079E-010,-9.4288405E-014, 1.6861184E-001,-1.7054422E-004, 3.1663383E-002,-5.7885630E-006, 1.6615381E-005, 6.3940612E-006, 4.4190100E-010,-2.9819269E-001,-2.9819269E-001
 3.4100112E+003, 2.2731140E-001, 8.9156223E-001,-1.4216993E+000, 1.8096866E-001, 2.5503052E-010,-9.4288452E-014, 1.6590358E-001, 1.1735990E-002, 4.4046557E-002,-5.7603542E-006, 1.6605443E-005, 6.3629017E-006, 4.4101089E-010,-2.9819269E-001,-2.9819269E-001
 3.4200051E+003, 2.2700444E-001, 8.8941659E-001,-1.4427471E+000, 1.7955442E-001, 2.4664490E-010,-9.4288485E-014, 1.6576802E-001,-1.2716965E-002, 1.8996354E-002,-5.7186811E-006, 1.6594994E-005, 6.3168695E-006, 4.4007360E-010,-2.9819269E-001,-2.9819269E-001
 3.4300083E+003, 2.2668154E-001, 8.9212946E-001,-1.4290739E+000, 1.8108884E-001, 2.4040524E-010,-9.4288493E-014, 1.6612062E-001, 5.2016989E-003, 3.6946559E-002,-5.6880153E-006, 1.6579460E-005, 6.2829960E-006, 4.3913229E-010,-2.9819269E-001,-2.9819269E-001
 3.4400198E+003, 2.2659308E-001, 8.9257553E-001,-1.4357001E+000, 1.8094786E-001, 2.3992797E-010,-9.4288539E-014, 1.6862994E-001, 1.3902648E-003, 3.3046366E-002,-5.7068046E-006, 1.6566263E-005, 6.3037506E-006, 4.3828943E-010,-2.9819269E-001,-2.9819269E-001
 3.4500076E+003, 2.2626543E-001, 8.9105459E-001,-1.4274083E+000, 1.8042728E-001, 2.3801835E-010,-9.4288595E-014, 1.6464425E-001, 3.6043334E-003, 3.4983250E-002,-5.6637766E-006, 1.6554443E-005, 6.2562219E-006, 4.3757167E-010,-2.9819269E-001,-2.9819269E-001
 3.4600168E+003, 2.2598970E-001, 8.9126555E-001,-1.4306974E+000, 1.8017020E-001, 2.3449573E-010,-9.4288611E-014, 1.6558694E-001, 5.5805568E-004, 3.2315013E-002,-5.6219949E-006, 1.6547596E-005, 6.2100696E-006, 4.3691202E-010,-2.9819269E-001,-2.9819269E-001
