s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa
 1.7900017E+003, 1.1382962E+000, 1.5435208E+000,-1.4305545E+001,-1.3217428E+001, 1.5246055E+000, 4.4839846E-008,-6.4136403E-013, 2.4908659E+001,-2.5169399E-002, 4.8588344E-002,-3.5557436E-004, 7.4455708E-005, 3.9276833E-004, 4.1197169E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.8000122E+003, 1.1367437E+000, 1.5408183E+000,-1.4306013E+001,-1.3179170E+001, 1.5217167E+000, 4.4587075E-008,-6.4136335E-013, 2.4883314E+001,-1.6182681E-002, 5.6591581E-002,-3.5495164E-004, 7.4354167E-005, 3.9208048E-004, 4.1106609E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.8100096E+003, 1.1348550E+000, 1.5363608E+000,-1.4305154E+001,-1.3184188E+001, 1.5229393E+000, 4.4529264E-008,-6.4136217E-013, 2.4900966E+001,-4.3718470E-003, 6.9419063E-002,-3.5392455E-004, 7.4230124E-005, 3.9094595E-004, 4.1002660E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.8200071E+003, 1.1323890E+000, 1.5312529E+000,-1.4299325E+001,-1.3142692E+001, 1.5221701E+000, 4.4308067E-008,-6.4136280E-013, 2.4899278E+001, 3.8333248E-002, 1.1182020E-001,-3.5274747E-004, 7.4068721E-005, 3.8964574E-004, 4.0901730E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.8300045E+003, 1.1298400E+000, 1.5250309E+000,-1.4296243E+001,-1.3227884E+001, 1.5206060E+000, 4.4207838E-008,-6.4136414E-013, 2.4897886E+001,-4.9633571E-002, 2.4205594E-002,-3.5131385E-004, 7.3902239E-005, 3.8806216E-004, 4.0793470E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.8400020E+003, 1.1278493E+000, 1.5200360E+000,-1.4300712E+001,-1.3108840E+001, 1.5197994E+000, 4.3984630E-008,-6.4136451E-013, 2.4889582E+001, 5.2780924E-002, 1.2767846E-001,-3.5016304E-004, 7.3771952E-005, 3.8679097E-004, 4.0689553E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.8500125E+003, 1.1251049E+000, 1.5126570E+000,-1.4292506E+001,-1.3179584E+001, 1.5182241E+000, 4.3862075E-008,-6.4136585E-013, 2.4890761E+001,-1.0471946E-002, 6.2000851E-002,-3.4846261E-004, 7.3591971E-005, 3.8491267E-004, 4.0579444E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.8600099E+003, 1.1224618E+000, 1.5064448E+000,-1.4290512E+001,-1.3193665E+001, 1.5177710E+000, 4.3780827E-008,-6.4136803E-013, 2.4901447E+001,-1.6968310E-002, 5.7502885E-002,-3.4703126E-004, 7.3419344E-005, 3.8333160E-004, 4.0475714E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.8700073E+003, 1.1201002E+000, 1.5007165E+000,-1.4293018E+001,-1.3171659E+001, 1.5186350E+000, 4.3698607E-008,-6.4136880E-013, 2.4867004E+001,-3.2641658E-002, 4.1062158E-002,-3.4571141E-004, 7.3265068E-005, 3.8187369E-004, 4.0383404E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.8800046E+003, 1.1178069E+000, 1.4947894E+000,-1.4288016E+001,-1.3128923E+001, 1.5188411E+000, 4.3527421E-008,-6.4136928E-013, 2.4866328E+001, 1.2975702E-002, 8.6037178E-002,-3.4434580E-004, 7.3114996E-005, 3.8036524E-004, 4.0296461E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.8900021E+003, 1.1151143E+000, 1.4882414E+000,-1.4284745E+001,-1.3146589E+001, 1.5171982E+000, 4.3505809E-008,-6.4137000E-013, 2.4865019E+001,-8.7682592E-003, 6.5998143E-002,-3.4283693E-004, 7.2938528E-005, 3.7869853E-004, 4.0202812E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.9000126E+003, 1.1126797E+000, 1.4840527E+000,-1.4284793E+001,-1.3157476E+001, 1.5172848E+000, 4.3266338E-008,-6.4136709E-013, 2.4854643E+001,-2.9576066E-002, 4.2338359E-002,-3.4187182E-004, 7.2779756E-005, 3.7763247E-004, 4.0117345E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.9100100E+003, 1.1103515E+000, 1.4783373E+000,-1.4281944E+001,-1.3107162E+001, 1.5169104E+000, 4.3068072E-008,-6.4136657E-013, 2.4842612E+001, 7.4291308E-003, 8.0768199E-002,-3.4055486E-004, 7.2627425E-005, 3.7617775E-004, 4.0015616E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.9200021E+003, 1.1080291E+000, 1.4725927E+000,-1.4279812E+001,-1.3120285E+001, 1.5176321E+000, 4.3029770E-008,-6.4136740E-013, 2.4839020E+001,-7.0178528E-003, 6.4583961E-002,-3.3923110E-004, 7.2470593E-005, 3.7471552E-004, 3.9909674E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.9300033E+003, 1.1061159E+000, 1.4686190E+000,-1.4281677E+001,-1.3099424E+001, 1.5162602E+000, 4.2662328E-008,-6.4136773E-013, 2.4833829E+001, 2.0980371E-003, 7.5104587E-002,-3.3831537E-004, 7.2350504E-005, 3.7370401E-004, 3.9809756E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.9400044E+003, 1.1039021E+000, 1.4632702E+000,-1.4274137E+001,-1.3076598E+001, 1.5141624E+000, 4.2574354E-008,-6.4136894E-013, 2.4822873E+001, 1.8050763E-002, 9.0202476E-002,-3.3708287E-004, 7.2205633E-005, 3.7234259E-004, 3.9689176E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.9500056E+003, 1.1023130E+000, 1.4605080E+000,-1.4271656E+001,-1.3091087E+001, 1.5112563E+000, 4.2410441E-008,-6.4136925E-013, 2.4791749E+001,-2.7843451E-002, 4.2575731E-002,-3.3644640E-004, 7.2102284E-005, 3.7163954E-004, 3.9579327E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.9600068E+003, 1.1002166E+000, 1.4556829E+000,-1.4264862E+001,-1.3079554E+001, 1.5134923E+000, 4.2314721E-008,-6.4136947E-013, 2.4822383E+001, 2.1435088E-002, 9.1676500E-002,-3.3533449E-004, 7.1964285E-005, 3.7041132E-004, 3.9475379E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.9700081E+003, 1.0983785E+000, 1.4517706E+000,-1.4269191E+001,-1.3109432E+001, 1.5114308E+000, 4.2246329E-008,-6.4136917E-013, 2.4799694E+001,-4.0697395E-002, 3.0880806E-002,-3.3443299E-004, 7.1844641E-005, 3.6941552E-004, 3.9382780E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.9800093E+003, 1.0961605E+000, 1.4465376E+000,-1.4265103E+001,-1.3072877E+001, 1.5112115E+000, 4.2168112E-008,-6.4137029E-013, 2.4815857E+001, 1.4560406E-002, 8.5248993E-002,-3.3322721E-004, 7.1699153E-005, 3.6808361E-004, 3.9299606E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.9900104E+003, 1.0935125E+000, 1.4408900E+000,-1.4257509E+001,-1.3085381E+001, 1.5109638E+000, 4.2059638E-008,-6.4136989E-013, 2.4826974E+001, 1.6797055E-002, 8.8560031E-002,-3.3192608E-004, 7.1525403E-005, 3.6664639E-004, 3.9218568E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.0000116E+003, 1.0916498E+000, 1.4462111E+000,-1.4254478E+001,-1.3084768E+001, 1.5109343E+000, 4.1982214E-008,-6.4137061E-013, 2.4790619E+001,-1.4766596E-002, 5.3957410E-002,-3.3315309E-004, 7.1405311E-005, 3.6800174E-004, 3.9136299E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.0100010E+003, 1.0909464E+000, 1.4472131E+000,-1.4265307E+001,-1.3057798E+001, 1.5085284E+000, 4.1895346E-008,-6.4137003E-013, 2.4788756E+001,-5.6841043E-003, 6.5126235E-002,-3.3338412E-004, 7.1359163E-005, 3.6825693E-004, 3.9055297E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.0200022E+003, 1.0894342E+000, 1.4496106E+000,-1.4242858E+001,-1.3061880E+001, 1.5069730E+000, 4.1739339E-008,-6.4136981E-013, 2.4790720E+001, 1.3490579E-002, 8.2388934E-002,-3.3393737E-004, 7.1259487E-005, 3.6886806E-004, 3.8971913E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.0300034E+003, 1.0880752E+000, 1.4505848E+000,-1.4238520E+001,-1.3094107E+001, 1.5089340E+000, 4.1643339E-008,-6.4137033E-013, 2.4799206E+001,-4.4482292E-003, 6.3587826E-002,-3.3416238E-004, 7.1170454E-005, 3.6911660E-004, 3.8879349E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.0400046E+003, 1.0862287E+000, 1.4501004E+000,-1.4229402E+001,-1.3118597E+001, 1.5084110E+000, 4.1420026E-008,-6.4137125E-013, 2.4819265E+001,-2.2406959E-003, 6.5905538E-002,-3.3405109E-004, 7.1050301E-005, 3.6899367E-004, 3.8786832E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.0500059E+003, 1.0847986E+000, 1.4409544E+000,-1.4227295E+001,-1.3124308E+001, 1.5069011E+000, 4.1254766E-008,-6.4137014E-013, 2.4787754E+001,-4.1028402E-002, 2.7851277E-002,-3.3194341E-004, 7.0956527E-005, 3.6666552E-004, 3.8683980E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.0600071E+003, 1.0827003E+000, 1.4249259E+000,-1.4219991E+001,-1.3083356E+001, 1.5061867E+000, 4.1178143E-008,-6.4136966E-013, 2.4798374E+001, 1.5562839E-002, 8.3914739E-002,-3.2824919E-004, 7.0818685E-005, 3.6258488E-004, 3.8579536E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.0700081E+003, 1.0811036E+000, 1.4205204E+000,-1.4226446E+001,-1.3032214E+001, 1.5052835E+000, 4.1112042E-008,-6.4136872E-013, 2.4775770E+001, 3.5964157E-002, 1.0349678E-001,-3.2723385E-004, 7.0714920E-005, 3.6146333E-004, 3.8488082E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.0800093E+003, 1.0793050E+000, 1.4153352E+000,-1.4217999E+001,-1.3128198E+001, 1.5053545E+000, 4.0966876E-008,-6.4136999E-013, 2.4794685E+001,-3.6189610E-002, 3.3147135E-002,-3.2603931E-004, 7.0596458E-005, 3.6014384E-004, 3.8400962E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.0900105E+003, 1.0765841E+000, 1.4084910E+000,-1.4212775E+001,-1.3119623E+001, 1.5034755E+000, 4.0873673E-008,-6.4137217E-013, 2.4802328E+001,-1.8357890E-002, 4.9989861E-002,-3.2446274E-004, 7.0418669E-005, 3.5840236E-004, 3.8313974E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.1000117E+003, 1.0748454E+000, 1.4060465E+000,-1.4217289E+001,-1.3069475E+001, 1.5030383E+000, 4.0764040E-008,-6.4137290E-013, 2.4774649E+001,-9.2849895E-004, 6.5769003E-002,-3.2389956E-004, 7.0305322E-005, 3.5778027E-004, 3.8228608E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.1100012E+003, 1.0731292E+000, 1.4032448E+000,-1.4213543E+001,-1.3078233E+001, 1.5034355E+000, 4.0731241E-008,-6.4137352E-013, 2.4773388E+001,-1.0572248E-002, 5.8176359E-002,-3.2325397E-004, 7.0193027E-005, 3.5706715E-004, 3.8146678E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.1200024E+003, 1.0712030E+000, 1.3993207E+000,-1.4213065E+001,-1.3048131E+001, 1.5023082E+000, 4.0706234E-008,-6.4137422E-013, 2.4781778E+001, 2.7372949E-002, 9.4092594E-002,-3.2234981E-004, 7.0067051E-005, 3.5606841E-004, 3.8074196E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.1300034E+003, 1.0696974E+000, 1.3970960E+000,-1.4216222E+001,-1.3085765E+001, 1.5018474E+000, 4.0622100E-008,-6.4137363E-013, 2.4754431E+001,-4.2823643E-002, 2.3989059E-002,-3.2183720E-004, 6.9968846E-005, 3.5550218E-004, 3.8006110E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.1400046E+003, 1.0684469E+000, 1.3946385E+000,-1.4214176E+001,-1.3017609E+001, 1.4986200E+000, 4.0410667E-008,-6.4137267E-013, 2.4767948E+001, 3.6331976E-002, 1.0323025E-001,-3.2127097E-004, 6.9886628E-005, 3.5487672E-004, 3.7930295E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.1500059E+003, 1.0656538E+000, 1.3863845E+000,-1.4200473E+001,-1.3098600E+001, 1.5010916E+000, 4.0185355E-008,-6.4137360E-013, 2.4786932E+001,-1.2303714E-002, 5.4604238E-002,-3.1936900E-004, 6.9703291E-005, 3.5277580E-004, 3.7834353E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.1600071E+003, 1.0629495E+000, 1.3797139E+000,-1.4198201E+001,-1.3059362E+001, 1.4999737E+000, 3.9952099E-008,-6.4137480E-013, 2.4770111E+001, 8.3249892E-003, 7.5470378E-002,-3.1783201E-004, 6.9526843E-005, 3.5107803E-004, 3.7723250E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.1700083E+003, 1.0611681E+000, 1.3767581E+000,-1.4199898E+001,-1.3084154E+001, 1.4975019E+000, 3.9833769E-008,-6.4137521E-013, 2.4738344E+001,-5.4621838E-002, 1.2962022E-002,-3.1715093E-004, 6.9410499E-005, 3.5032572E-004, 3.7608254E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.1800095E+003, 1.0591007E+000, 1.3713515E+000,-1.4189104E+001,-1.3025802E+001, 1.4997443E+000, 3.9768595E-008,-6.4137657E-013, 2.4739145E+001, 1.6093302E-002, 8.3083873E-002,-3.1590516E-004, 6.9275342E-005, 3.4894963E-004, 3.7505443E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.1900107E+003, 1.0567631E+000, 1.3667918E+000,-1.4176608E+001,-1.3049431E+001, 1.4999351E+000, 3.9671219E-008,-6.4137694E-013, 2.4758096E+001, 2.1731705E-002, 8.8754484E-002,-3.1485515E-004, 6.9121889E-005, 3.4778978E-004, 3.7416051E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.2000000E+003, 1.0562626E+000, 1.4636462E+000,-1.4213375E+001,-1.3103771E+001, 1.4966964E+000, 3.9692793E-008,-6.4137835E-013, 2.4790377E+001,-3.9195302E-002, 2.6190426E-002,-3.3710703E-004, 6.9095206E-005, 3.7236927E-004, 3.7335569E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.2100012E+003, 1.0713261E+000, 2.1166283E+000,-1.4412103E+001,-1.3039511E+001, 1.4953759E+000, 3.9624163E-008,-6.4136133E-013, 2.4985408E+001, 3.5864306E-002, 1.0049583E-001,-4.8653613E-004, 7.0116755E-005, 5.3742903E-004, 3.7270204E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.2200024E+003, 1.1740616E+000, 5.1390060E+000,-1.5274052E+001,-1.3135280E+001, 1.4980477E+000, 3.9401903E-008,-6.4133360E-013, 2.6086686E+001, 2.6470165E-001, 3.4946354E-001,-1.1779554E-003, 7.6938166E-005, 1.3011725E-003, 3.7197884E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.2300051E+003, 1.9269923E+000, 2.3221827E+001,-2.2126054E+001,-1.4046531E+001, 1.5121584E+000, 5.4791960E-005,-6.4142261E-013, 3.4813639E+001, 1.6189988E+000, 2.0802592E+000,-5.2986753E-003, 1.2760129E-004, 5.8529301E-003, 3.7133834E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.2400046E+003, 2.4367117E+000, 1.1999234E+001,-1.8054875E+001,-2.1726398E+001, 1.5420354E+000, 7.6580485E-005,-6.4122947E-013, 3.6473090E+001, 2.6603697E-001, 6.7064124E-001,-2.7559195E-003, 1.5830176E-004, 3.0441956E-003, 6.2551133E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.2500032E+003, 1.6921056E+000, 3.5947271E+000,-1.4398650E+001,-2.1703153E+001, 1.5247919E+000, 9.7805112E-007,-6.4141927E-013, 3.2257843E+001,-7.8091466E-001,-6.2706101E-001,-8.2791846E-004, 1.1028391E-004, 9.1452081E-004, 1.3934091E-008,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.2600022E+003, 1.3057647E+000, 2.1871286E+000,-1.4071119E+001,-1.8053737E+001, 1.5156133E+000, 7.9478782E-007,-6.4129129E-013, 2.8836909E+001,-5.4911207E-001,-4.6656912E-001,-5.0393674E-004, 8.5252014E-005, 5.5664978E-004, 1.4778455E-008,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.2700044E+003, 1.1482278E+000, 1.6723115E+000,-1.4063787E+001,-1.5864675E+001, 1.5100610E+000, 5.3112284E-007,-6.4134311E-013, 2.6940502E+001,-3.9765588E-001,-3.2966972E-001,-3.8526918E-004, 7.5042432E-005, 4.2556930E-004, 1.1994842E-008,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.2800083E+003, 1.0844966E+000, 1.4722458E+000,-1.4107864E+001,-1.4492207E+001, 1.5068504E+000, 3.5696931E-007,-6.4136330E-013, 2.5823394E+001,-2.4767943E-001,-1.8533027E-001,-3.3915547E-004, 7.0911105E-005, 3.7463199E-004, 9.5819611E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.2900020E+003, 1.0589149E+000, 1.3983607E+000,-1.4138472E+001,-1.3707650E+001, 1.5026980E+000, 2.5146877E-007,-6.4137099E-013, 2.5231077E+001,-1.1353890E-001,-5.3432208E-002,-3.2213010E-004, 6.9253722E-005, 3.5582572E-004, 7.9234847E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.3000059E+003, 1.0479111E+000, 1.3695227E+000,-1.4142049E+001,-1.3382094E+001, 1.5030601E+000, 1.8637193E-007,-6.4137456E-013, 2.4969321E+001,-6.4034511E-002,-3.8513585E-003,-3.1548624E-004, 6.8539089E-005, 3.4848690E-004, 6.8022354E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.3100100E+003, 1.0419975E+000, 1.3530331E+000,-1.4144530E+001,-1.3188047E+001, 1.5019398E+000, 1.4432817E-007,-6.4137632E-013, 2.4828328E+001,-2.0555401E-002, 3.9688175E-002,-3.1168681E-004, 6.8154769E-005, 3.4429003E-004, 6.0234558E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.3200034E+003, 1.0384753E+000, 1.3437612E+000,-1.4143911E+001,-1.3123988E+001, 1.4974240E+000, 1.1626158E-007,-6.4137755E-013, 2.4786019E+001,-6.7849938E-003, 5.4020616E-002,-3.0955064E-004, 6.7925680E-005, 3.4193041E-004, 5.4662507E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.3300002E+003, 1.0355110E+000, 1.3368785E+000,-1.4141503E+001,-1.3091617E+001, 1.4980322E+000, 9.7029361E-008,-6.4137890E-013, 2.4755156E+001,-5.5667636E-003, 5.5580033E-002,-3.0796482E-004, 6.7735066E-005, 3.4017872E-004, 5.0574938E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.3400012E+003, 1.0327684E+000, 1.3301741E+000,-1.4138780E+001,-1.3056933E+001, 1.4954447E+000, 8.3037254E-008,-6.4138014E-013, 2.4733605E+001, 5.5281726E-003, 6.6105292E-002,-3.0642006E-004, 6.7552448E-005, 3.3847236E-004, 4.7486926E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.3500020E+003, 1.0302986E+000, 1.3243242E+000,-1.4136731E+001,-1.3070234E+001, 1.4943696E+000, 7.3255267E-008,-6.4138002E-013, 2.4731944E+001,-1.1142169E-002, 4.9647244E-002,-3.0507206E-004, 6.7391189E-005, 3.3698336E-004, 4.5090747E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.3600029E+003, 1.0284542E+000, 1.3209226E+000,-1.4140586E+001,-1.3055503E+001, 1.4933014E+000, 6.5821540E-008,-6.4138065E-013, 2.4724277E+001,-9.4700239E-003, 4.9944026E-002,-3.0428838E-004, 6.7270756E-005, 3.3611771E-004, 4.3230596E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.3700037E+003, 1.0267759E+000, 1.3195088E+000,-1.4137933E+001,-1.3011988E+001, 1.4923323E+000, 6.0358805E-008,-6.4138234E-013, 2.4707513E+001, 1.6915817E-002, 7.6700394E-002,-3.0396255E-004, 6.7161487E-005, 3.3575780E-004, 4.1748585E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.3800046E+003, 1.0257205E+000, 1.3194877E+000,-1.4128240E+001,-1.3063638E+001, 1.4898721E+000, 5.5940596E-008,-6.4138224E-013, 2.4695250E+001,-3.8658616E-002, 1.8965485E-002,-3.0395790E-004, 6.7092207E-005, 3.3575266E-004, 4.0556064E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
