s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s,Pa,Pa,Pa,Pa
 2.3000120E+003, 4.0905408E-001, 8.9939477E-001,-1.6629091E+000, 2.0742460E-001,-1.5022404E-009,-1.8858815E-013, 1.8246539E-001,-1.3230366E-002, 3.5429733E-002,-9.0986958E-006, 3.0353470E-005, 1.0050442E-005, 1.2594194E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.3100076E+003, 4.0823433E-001, 8.9893185E-001,-1.6282449E+000, 2.0720407E-001,-1.5104387E-009,-1.8817869E-013, 1.8207230E-001, 2.0861970E-002, 6.8197694E-002,-8.9838392E-006, 3.0329019E-005, 9.9235713E-006, 1.2570410E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.3200193E+003, 4.0772102E-001, 8.9669762E-001,-1.6468065E+000, 2.0604544E-001,-1.5025491E-009,-1.8858830E-013, 1.7881938E-001,-4.7507742E-003, 4.2476965E-002,-8.9117765E-006, 3.0314109E-005, 9.8439707E-006, 1.2549742E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.3300112E+003, 4.0741871E-001, 8.9748375E-001,-1.6500339E+000, 2.0621021E-001,-1.4998195E-009,-1.8824264E-013, 1.7939746E-001,-7.2013720E-003, 4.0476243E-002,-8.8927603E-006, 3.0296012E-005, 9.8229654E-006, 1.2533225E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.3400020E+003, 4.0770642E-001, 8.9364498E-001,-1.6297276E+000, 2.0483879E-001,-1.5237971E-009,-1.8787303E-013, 1.7219840E-001, 1.0474699E-003, 4.8660959E-002,-8.9742275E-006, 3.0290231E-005, 9.9129542E-006, 1.2515103E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.3500090E+003, 4.0741153E-001, 8.9485063E-001,-1.6348956E+000, 2.0435153E-001,-1.5479437E-009,-1.8858822E-013, 1.8186535E-001, 6.3730362E-003, 5.3583481E-002,-8.9484802E-006, 3.0274643E-005, 9.8845137E-006, 1.2492347E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.3600127E+003, 4.0646162E-001, 8.9657182E-001,-1.6413809E+000, 2.0404622E-001,-1.5631662E-009,-1.8858833E-013, 1.7821865E-001,-2.8451755E-003, 4.3917450E-002,-8.8178740E-006, 3.0245187E-005, 9.7402458E-006, 1.2467134E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.3700010E+003, 4.0687183E-001, 8.9593315E-001,-1.6486734E+000, 2.0340219E-001,-1.5762050E-009,-1.8827425E-013, 1.8366079E-001,-6.4134297E-003, 4.1194504E-002,-8.9375678E-006, 3.0232964E-005, 9.8724598E-006, 1.2442799E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.3800027E+003, 4.0600089E-001, 8.9675230E-001,-1.6450753E+000, 2.0290748E-001,-1.5946870E-009,-1.8858834E-013, 1.8312453E-001,-3.2658964E-003, 4.3709876E-002,-8.8298704E-006, 3.0204554E-005, 9.7534970E-006, 1.2419197E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.3900012E+003, 4.0585625E-001, 8.9704562E-001,-1.6543756E+000, 2.0127159E-001,-1.6042236E-009,-1.8858841E-013, 1.8621229E-001,-1.0900879E-002, 3.6010143E-002,-8.8396886E-006, 3.0182979E-005, 9.7643422E-006, 1.2395458E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.4000225E+003, 4.0510044E-001, 8.9598855E-001,-1.6241085E+000, 2.0115220E-001,-1.5961669E-009,-1.8858847E-013, 1.7410060E-001, 5.6558321E-003, 5.2233241E-002,-8.7478530E-006, 3.0162016E-005, 9.6629004E-006, 1.2374136E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.4100122E+003, 4.0468588E-001, 8.9582330E-001,-1.6271613E+000, 2.0141550E-001,-1.5705977E-009,-1.8851595E-013, 1.7837211E-001, 6.9044427E-003, 5.3135510E-002,-8.6788777E-006, 3.0149220E-005, 9.5867101E-006, 1.2359611E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.4200144E+003, 4.0439191E-001, 8.9744932E-001,-1.6549344E+000, 2.0067483E-001,-1.5931527E-009,-1.8858853E-013, 1.8312285E-001,-1.5326526E-002, 3.0704465E-002,-8.6750402E-006, 3.0129107E-005, 9.5824712E-006, 1.2346903E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.4300046E+003, 4.0377920E-001, 8.9638240E-001,-1.6293554E+000, 1.9956183E-001,-1.6044464E-009,-1.8858861E-013, 1.8111777E-001, 5.8413666E-003, 5.1485765E-002,-8.6033699E-006, 3.0104464E-005, 9.5033040E-006, 1.2327147E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.4400029E+003, 4.0362855E-001, 8.9611068E-001,-1.6303223E+000, 1.9903249E-001,-1.6080742E-009,-1.8858860E-013, 1.8448415E-001, 7.2063326E-003, 5.2933522E-002,-8.6175577E-006, 3.0082858E-005, 9.5189759E-006, 1.2307153E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.4500125E+003, 4.0284725E-001, 8.9693629E-001,-1.6404455E+000, 1.9819407E-001,-1.6093498E-009,-1.8020459E-013, 1.8110077E-001,-6.9176563E-003, 3.8632899E-002,-8.5295703E-006, 3.0055291E-005, 9.4217847E-006, 1.2288488E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.4600183E+003, 4.0253238E-001, 8.9621787E-001,-1.6388343E+000, 1.9839322E-001,-1.5926927E-009,-1.6974424E-013, 1.7723057E-001,-9.5224906E-003, 3.5539782E-002,-8.5096623E-006, 3.0038234E-005, 9.3997943E-006, 1.2272348E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.4700046E+003, 4.0210543E-001, 8.9661953E-001,-1.6233153E+000, 1.9756764E-001,-1.5939980E-009,-1.6974514E-013, 1.7934112E-001, 7.2073454E-003, 5.2318458E-002,-8.4632064E-006, 3.0016116E-005, 9.3484791E-006, 1.2259802E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.4800127E+003, 4.0144338E-001, 8.9576739E-001,-1.6308298E+000, 1.9699234E-001,-1.5891041E-009,-1.6974528E-013, 1.7604505E-001,-5.4495861E-003, 3.9418377E-002,-8.3769467E-006, 2.9997042E-005, 9.2531963E-006, 1.2245578E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.4900220E+003, 4.0145542E-001, 8.9605571E-001,-1.6314860E+000, 1.9633842E-001,-1.5872636E-009,-1.6974527E-013, 1.7602209E-001,-6.1197556E-003, 3.8385626E-002,-8.4043730E-006, 2.9985560E-005, 9.2834915E-006, 1.2232012E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.5000020E+003, 4.0107178E-001, 8.9527556E-001,-1.6121187E+000, 1.9586890E-001,-1.5744318E-009,-1.6974510E-013, 1.7721683E-001, 1.2812539E-002, 5.7314357E-002,-8.3643248E-006, 2.9970201E-005, 9.2392542E-006, 1.2219106E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.5100022E+003, 4.0122255E-001, 8.9610583E-001,-1.6382130E+000, 1.9637042E-001,-1.5802877E-009,-1.6974372E-013, 1.7713795E-001,-1.2566466E-002, 3.2623760E-002,-8.4328848E-006, 2.9955822E-005, 9.3149858E-006, 1.2206127E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.5200164E+003, 4.0067872E-001, 8.9541161E-001,-1.6141756E+000, 1.9507118E-001,-1.5991028E-009,-1.6974445E-013, 1.7970359E-001, 1.2178752E-002, 5.6689447E-002,-8.3717979E-006, 2.9935797E-005, 9.2475089E-006, 1.2188958E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.5300225E+003, 4.0004844E-001, 8.9743645E-001,-1.6442307E+000, 1.9528114E-001,-1.6185050E-009,-1.6974403E-013, 1.7795192E-001,-1.8413965E-002, 2.6487259E-002,-8.2799896E-006, 2.9915623E-005, 9.1460973E-006, 1.2168308E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.5400076E+003, 3.9965113E-001, 8.9641530E-001,-1.6153399E+000, 1.9496877E-001,-1.6299919E-009,-1.6974350E-013, 1.7773673E-001, 9.0376755E-003, 5.3431991E-002,-8.2424466E-006, 2.9897965E-005, 9.1046272E-006, 1.2146229E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.5500107E+003, 3.9955227E-001, 8.9511646E-001,-1.6243927E+000, 1.9384046E-001,-1.6406327E-009,-1.6974305E-013, 1.8052848E-001, 2.2271104E-004, 4.4644958E-002,-8.2551727E-006, 2.9882562E-005, 9.1186845E-006, 1.2125394E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.5600095E+003, 3.9919520E-001, 8.9644002E-001,-1.6290340E+000, 1.9374598E-001,-1.6502487E-009,-1.6974384E-013, 1.8018513E-001,-4.0212040E-003, 4.0532321E-002,-8.2522008E-006, 2.9859932E-005, 9.1154017E-006, 1.2104891E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.5700107E+003, 3.9936118E-001, 8.9651215E-001,-1.6137605E+000, 1.9356682E-001,-1.6435180E-009,-1.6974230E-013, 1.7452579E-001, 5.4513810E-003, 5.0205414E-002,-8.3123895E-006, 2.9847180E-005, 9.1818864E-006, 1.2085767E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.5800225E+003, 3.9810700E-001, 8.9704760E-001,-1.6291701E+000, 1.9372891E-001,-1.6605549E-009,-1.6974553E-013, 1.7943583E-001,-4.9749410E-003, 3.9149273E-002,-8.1066704E-006, 2.9823443E-005, 8.9546484E-006, 1.2069151E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.5900129E+003, 3.9768643E-001, 8.9701575E-001,-1.6253309E+000, 1.9324964E-001,-1.6750929E-009,-1.6974304E-013, 1.7826573E-001,-2.2668495E-003, 4.0886680E-002,-8.0797331E-006, 2.9795811E-005, 8.9248935E-006, 1.2049112E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.6000054E+003, 3.9717056E-001, 8.9794213E-001,-1.6048300E+000, 1.9255268E-001,-1.6778326E-009,-1.6974403E-013, 1.7729038E-001, 1.7166651E-002, 6.0125753E-002,-8.0313050E-006, 2.9775030E-005, 8.8713996E-006, 1.2029193E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.6100193E+003, 3.9677568E-001, 8.9924591E-001,-1.6415141E+000, 1.9194166E-001,-1.6791399E-009,-1.6974431E-013, 1.7297042E-001,-2.3236600E-002, 1.9419609E-002,-7.9814625E-006, 2.9753146E-005, 8.8163435E-006, 1.2010970E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.6200085E+003, 3.9639632E-001, 8.9811680E-001,-1.6106524E+000, 1.9196697E-001,-1.6743461E-009,-1.6974271E-013, 1.7186914E-001, 5.3346545E-003, 4.7696844E-002,-7.9445833E-006, 2.9742569E-005, 8.7756066E-006, 1.1994939E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.6300066E+003, 3.9659456E-001, 8.9720690E-001,-1.6016829E+000, 1.8973566E-001,-1.6912678E-009,-1.6974288E-013, 1.7486550E-001, 1.4496467E-002, 5.6719748E-002,-8.0159090E-006, 2.9728085E-005, 8.8543932E-006, 1.1979765E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.6400203E+003, 3.9664545E-001, 8.9884136E-001,-1.6384656E+000, 1.9105219E-001,-1.7128662E-009,-1.6974462E-013, 1.7424782E-001,-2.1448258E-002, 2.2321179E-002,-8.0595619E-006, 2.9718424E-005, 8.9026123E-006, 1.1960466E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.6500176E+003, 3.9596073E-001, 8.9849685E-001,-1.6260824E+000, 1.8987380E-001,-1.7253058E-009,-1.6974408E-013, 1.7752375E-001,-6.9341102E-003, 3.5772756E-002,-7.9745571E-006, 2.9695817E-005, 8.8087157E-006, 1.1938323E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.6600132E+003, 3.9524575E-001, 8.9998742E-001,-1.6215404E+000, 1.9051085E-001,-1.7290197E-009,-1.6974561E-013, 1.7105809E-001,-7.3906541E-003, 3.5261686E-002,-7.8665629E-006, 2.9674572E-005, 8.6894251E-006, 1.1917092E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.6700134E+003, 3.9543520E-001, 8.9454640E-001,-1.6032714E+000, 1.8860986E-001,-1.7307142E-009,-1.6974557E-013, 1.7576416E-001, 8.3939166E-003, 5.1084244E-002,-7.9350369E-006, 2.9664060E-005, 8.7650617E-006, 1.1898991E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.6800188E+003, 3.9508056E-001, 8.9847160E-001,-1.6136165E+000, 1.8897848E-001,-1.7446962E-009,-1.6974421E-013, 1.7194986E-001,-1.2824858E-003, 4.0863956E-002,-7.9049402E-006, 2.9646211E-005, 8.7318168E-006, 1.1880332E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.6900007E+003, 3.9425217E-001, 9.0013983E-001,-1.6073559E+000, 1.8993924E-001,-1.7519019E-009,-1.6974574E-013, 1.7683168E-001, 1.2273545E-002, 5.3806988E-002,-7.7822698E-006, 2.9622694E-005, 8.5963147E-006, 1.1860322E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.7000117E+003, 3.9372453E-001, 8.9676131E-001,-1.6191921E+000, 1.8735801E-001,-1.7456232E-009,-1.6974475E-013, 1.6967580E-001,-1.3082158E-002, 2.8327554E-002,-7.7222773E-006, 2.9606048E-005, 8.5300468E-006, 1.1842111E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.7100015E+003, 3.9366845E-001, 8.9830052E-001,-1.6098140E+000, 1.8777849E-001,-1.7451134E-009,-1.6974459E-013, 1.7540953E-001, 3.6671575E-003, 4.5342937E-002,-7.7484647E-006, 2.9587448E-005, 8.5589736E-006, 1.1827040E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.7200120E+003, 3.9352593E-001, 8.9628501E-001,-1.5853206E+000, 1.8716736E-001,-1.7530369E-009,-1.6974442E-013, 1.7194950E-001, 2.2329439E-002, 6.3607228E-002,-7.7620363E-006, 2.9569438E-005, 8.5739648E-006, 1.1812103E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.7300225E+003, 3.9331002E-001, 8.9756142E-001,-1.6266172E+000, 1.8700890E-001,-1.7653339E-009,-1.6974519E-013, 1.7260394E-001,-1.8369937E-002, 2.3867055E-002,-7.7608068E-006, 2.9560396E-005, 8.5726067E-006, 1.1795129E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.7400210E+003, 3.9287324E-001, 8.9968333E-001,-1.6233621E+000, 1.8737351E-001,-1.7728211E-009,-1.6974470E-013, 1.7938926E-001,-5.5481498E-003, 3.5957270E-002,-7.7188096E-006, 2.9532466E-005, 8.5262164E-006, 1.1776370E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.7500220E+003, 3.9211521E-001, 8.9873897E-001,-1.6148229E+000, 1.8634419E-001,-1.7816254E-009,-1.6974602E-013, 1.7585311E-001,-2.3785775E-003, 3.8228584E-002,-7.6199185E-006, 2.9507940E-005, 8.4169811E-006, 1.1757665E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.7600188E+003, 3.9142835E-001, 8.9965384E-001,-1.6183576E+000, 1.8649691E-001,-1.7782163E-009,-1.6974497E-013, 1.6950057E-001,-1.2135355E-002, 2.8722074E-002,-7.5194381E-006, 2.9488451E-005, 8.3059902E-006, 1.1739887E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.7700137E+003, 3.9107868E-001, 8.9848391E-001,-1.5910601E+000, 1.8536657E-001,-1.7754163E-009,-1.6974312E-013, 1.7191711E-001, 1.5672161E-002, 5.5786161E-002,-7.4912830E-006, 2.9471684E-005, 8.2748900E-006, 1.1724393E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.7800161E+003, 3.9163944E-001, 8.9594280E-001,-1.6124847E+000, 1.8535394E-001,-1.7742497E-009,-1.6974316E-013, 1.6786518E-001,-1.2876948E-002, 2.8316668E-002,-7.6271081E-006, 2.9466818E-005, 8.4249228E-006, 1.1709566E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.7900181E+003, 3.9095749E-001, 8.9828475E-001,-1.6025651E+000, 1.8556367E-001,-1.7580556E-009,-1.6974451E-013, 1.7034513E-001, 2.2282114E-003, 4.2585949E-002,-7.5096956E-006, 2.9451937E-005, 8.2952286E-006, 1.1695505E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.8000002E+003, 3.9087882E-001, 8.9664730E-001,-1.6055870E+000, 1.8427503E-001,-1.7529564E-009,-1.6974289E-013, 1.7157292E-001,-3.4088249E-003, 3.7787098E-002,-7.5420447E-006, 2.9438667E-005, 8.3309615E-006, 1.1685861E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.8100056E+003, 3.9055961E-001, 8.9695799E-001,-1.5854782E+000, 1.8411873E-001,-1.7720747E-009,-1.6974394E-013, 1.7358901E-001, 1.9078377E-002, 5.9747167E-002,-7.5099216E-006, 2.9423284E-005, 8.2954783E-006, 1.1672772E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.8200205E+003, 3.9023164E-001, 8.9689606E-001,-1.6076300E+000, 1.8438466E-001,-1.7790435E-009,-1.6974606E-013, 1.7068051E-001,-5.6433245E-003, 3.4562820E-002,-7.4604551E-006, 2.9408334E-005, 8.2408374E-006, 1.1654280E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.8300212E+003, 3.8968421E-001, 8.9906426E-001,-1.6184648E+000, 1.8366211E-001,-1.7833599E-009,-1.6974291E-013, 1.8139906E-001,-5.0803943E-003, 3.5344844E-002,-7.4173603E-006, 2.9385191E-005, 8.1932348E-006, 1.1636746E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.8400210E+003, 3.8882793E-001, 8.9595616E-001,-1.6055426E+000, 1.8296624E-001,-1.7758376E-009,-1.6974502E-013, 1.6746702E-001,-1.0226276E-002, 2.9674721E-002,-7.2885132E-006, 2.9361056E-005, 8.0509100E-006, 1.1620135E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.8500222E+003, 3.8893516E-001, 8.9681007E-001,-1.5939128E+000, 1.8346841E-001,-1.7787661E-009,-1.6974572E-013, 1.7276516E-001, 8.2203173E-003, 4.8065983E-002,-7.3312398E-006, 2.9357308E-005, 8.0981059E-006, 1.1607325E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.8600020E+003, 3.8857213E-001, 8.9614591E-001,-1.6015892E+000, 1.8178101E-001,-1.7771113E-009,-1.6974403E-013, 1.7333106E-001,-6.9483796E-004, 3.8240888E-002,-7.2668145E-006, 2.9342280E-005, 8.0269415E-006, 1.1593214E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.8700176E+003, 3.8820133E-001, 8.9494989E-001,-1.6063666E+000, 1.8113847E-001,-1.7727091E-009,-1.6974440E-013, 1.6805135E-001,-1.4322504E-002, 2.5974465E-002,-7.2441690E-006, 2.9327819E-005, 8.0019272E-006, 1.1578704E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.8800149E+003, 3.8806130E-001, 8.9564118E-001,-1.5917096E+000, 1.8217324E-001,-1.7740874E-009,-1.6974619E-013, 1.7269882E-001, 6.9414056E-003, 4.6864961E-002,-7.2450947E-006, 2.9314664E-005, 8.0029498E-006, 1.1565138E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.8900007E+003, 3.8732002E-001, 8.9674403E-001,-1.5952104E+000, 1.8100120E-001,-1.7812369E-009,-1.6974548E-013, 1.7467942E-001, 5.6599934E-003, 4.4534245E-002,-7.1502671E-006, 2.9289355E-005, 7.8982030E-006, 1.1550097E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.9000178E+003, 3.8716359E-001, 8.9639832E-001,-1.6093203E+000, 1.8067664E-001,-1.7706925E-009,-1.6974554E-013, 1.7508207E-001,-9.3361619E-003, 3.0000343E-002,-7.1528385E-006, 2.9272142E-005, 7.9010434E-006, 1.1535368E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.9100010E+003, 3.8669373E-001, 8.9604482E-001,-1.5974581E+000, 1.8122880E-001,-1.7814726E-009,-1.6974547E-013, 1.6895649E-001,-3.5892693E-003, 3.5465744E-002,-7.0999972E-006, 2.9253528E-005, 7.8426747E-006, 1.1520837E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.9200173E+003, 3.8650015E-001, 8.9512222E-001,-1.5857546E+000, 1.8008556E-001,-1.7697098E-009,-1.6974534E-013, 1.7507429E-001, 1.2093633E-002, 5.1027649E-002,-7.1092119E-006, 2.9238256E-005, 7.8528533E-006, 1.1506293E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.9300103E+003, 3.8629469E-001, 8.9857861E-001,-1.6014790E+000, 1.8020886E-001,-1.7794333E-009,-1.6974442E-013, 1.7135241E-001,-4.3210282E-003, 3.4955589E-002,-7.1017770E-006, 2.9220608E-005, 7.8446407E-006, 1.1493306E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.9400010E+003, 3.8581928E-001, 8.9514668E-001,-1.5990977E+000, 1.7941935E-001,-1.7932074E-009,-1.6974454E-013, 1.7097476E-001,-6.8196079E-003, 3.2262390E-002,-7.0477345E-006, 2.9204627E-005, 7.7849452E-006, 1.1477403E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.9500044E+003, 3.8581404E-001, 8.9595944E-001,-1.6038597E+000, 1.7951644E-001,-1.8032452E-009,-1.6974577E-013, 1.7015247E-001,-1.1169988E-002, 2.7582684E-002,-7.0814004E-006, 2.9189680E-005, 7.8221327E-006, 1.1459209E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.9600083E+003, 3.8557984E-001, 8.9696668E-001,-1.5797309E+000, 1.7988409E-001,-1.8058089E-009,-1.6974389E-013, 1.7123576E-001, 1.4987965E-002, 5.3935508E-002,-7.0693870E-006, 2.9175808E-005, 7.8088626E-006, 1.1441671E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.9700076E+003, 3.8511287E-001, 8.9792565E-001,-1.5997115E+000, 1.7984607E-001,-1.8073509E-009,-1.6974442E-013, 1.6996649E-001,-5.3930304E-003, 3.3139582E-002,-7.0059589E-006, 2.9161026E-005, 7.7387998E-006, 1.1425577E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.9800198E+003, 3.8475396E-001, 8.9683429E-001,-1.5812894E+000, 1.7994139E-001,-1.8111121E-009,-1.6974382E-013, 1.6535870E-001, 7.3328932E-003, 4.5598975E-002,-6.9615691E-006, 2.9146412E-005, 7.6897667E-006, 1.1410290E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.9900139E+003, 3.8453221E-001, 8.9862059E-001,-1.5819203E+000, 1.7920552E-001,-1.8176339E-009,-1.6974485E-013, 1.7163418E-001, 1.4224733E-002, 5.2072179E-002,-6.9503775E-006, 2.9132079E-005, 7.6774045E-006, 1.1394637E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 3.0000105E+003, 3.8384361E-001, 8.9881793E-001,-1.6099394E+000, 1.7867096E-001,-1.8269272E-009,-1.6974586E-013, 1.8114030E-001,-5.4848770E-003, 3.2533408E-002,-6.8667782E-006, 2.9104845E-005, 7.5850604E-006, 1.1377851E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 3.0100083E+003, 3.8343011E-001, 8.9585356E-001,-1.6061314E+000, 1.7674463E-001,-1.8379063E-009,-1.6974449E-013, 1.6601598E-001,-2.2057350E-002, 1.5912857E-002,-6.8314178E-006, 2.9086500E-005, 7.5460012E-006, 1.1359739E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 3.0200054E+003, 3.8328642E-001, 8.9617777E-001,-1.5809590E+000, 1.7729808E-001,-1.8447462E-009,-1.6974638E-013, 1.6625938E-001, 4.4206865E-003, 4.2062613E-002,-6.8233046E-006, 2.9076342E-005, 7.5370394E-006, 1.1341661E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 3.0300083E+003, 3.8312220E-001, 8.9658598E-001,-1.6029756E+000, 1.7758623E-001,-1.8461592E-009,-1.6974368E-013, 1.7398266E-001,-9.5922683E-003, 2.8301475E-002,-6.8333927E-006, 2.9061079E-005, 7.5481828E-006, 1.1324615E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 3.0400103E+003, 3.8294270E-001, 8.9802541E-001,-1.5924308E+000, 1.7742744E-001,-1.8539747E-009,-1.6974435E-013, 1.6828245E-001,-3.8548456E-003, 3.4247201E-002,-6.8430064E-006, 2.9042915E-005, 7.5588020E-006, 1.1308064E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 3.0500103E+003, 3.8277783E-001, 8.9641677E-001,-1.5547073E+000, 1.7667930E-001,-1.8670663E-009,-1.6974425E-013, 1.7136547E-001, 3.4882663E-002, 7.2532066E-002,-6.8447990E-006, 2.9029015E-005, 7.5607821E-006, 1.1290901E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 3.0600203E+003, 3.8238945E-001, 8.9817530E-001,-1.6090107E+000, 1.7642559E-001,-1.8712787E-009,-1.6974432E-013, 1.7368218E-001,-1.6179694E-002, 2.1661777E-002,-6.8135459E-006, 2.9007401E-005, 7.5262599E-006, 1.1272286E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
