s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa
 1.2800089E+003, 0.0000000E+000, 0.0000000E+000,-1.7368292E+001,-2.7698504E+000,-1.6535791E+001,-5.2421232E-004, 1.8022698E-003, 0.0000000E+000,-3.7167756E+001,-3.6672656E+001, 9.7607726E-005, 7.2153349E-015, 1.9669424E-005,-5.1222598E-001,-1.6783918E-001,-5.8575148E-001,-4.8759811E-001,-4.7996345E-001,-3.4361196E-001,-6.2105129E-001,-1.7769628E-001,-7.5782632E-001,-6.4454512E-001,-6.3951451E-001,-8.7347516E-001,-6.4437573E-001,-6.3633690E-001,-9.3067239E-001,-6.4420904E-001,-6.3612099E-001,-9.8111021E-001
 1.2900286E+003, 0.0000000E+000, 0.0000000E+000,-1.6402708E+001,-3.0015152E+000,-1.5422839E+001,-4.6739352E-004, 5.8987867E-004, 0.0000000E+000,-3.5405848E+001,-3.4826940E+001, 1.7852670E-004, 9.8490363E-015, 2.2578333E-005,-4.9207903E-001,-1.6450901E-001,-5.7268180E-001,-4.7821758E-001,-4.4946139E-001,-1.7343683E-001,-6.2095025E-001,-1.4934350E-001,-7.5006983E-001,-6.4447070E-001,-6.3858115E-001,-8.8067874E-001,-6.4421172E-001,-6.3473743E-001,-9.4965682E-001,-6.4400445E-001,-6.3437284E-001,-9.9046613E-001
 1.3000175E+003, 0.0000000E+000, 0.0000000E+000,-1.5522685E+001,-2.7609836E+000,-1.4343217E+001,-5.0026240E-004, 1.2907938E-003, 0.0000000E+000,-3.3161698E+001,-3.2626095E+001, 9.9690430E-005, 6.1185729E-015, 1.1618646E-005,-4.7486170E-001,-1.2853228E-001,-5.6749922E-001,-4.4586318E-001,-4.3352488E-001,-3.4353229E-001,-6.1096699E-001,-1.1980763E-001,-7.5837361E-001,-6.4437597E-001,-6.3755607E-001,-8.4071388E-001,-6.4426424E-001,-6.3345078E-001,-9.3933258E-001,-6.4395628E-001,-6.3300250E-001,-9.8659531E-001
 1.3100034E+003, 0.0000000E+000, 0.0000000E+000,-1.4751945E+001,-2.6174000E+000,-1.3348410E+001,-5.0012194E-004, 1.4137821E-003, 0.0000000E+000,-3.1223626E+001,-3.0716842E+001, 8.6787471E-005, 7.6120166E-015, 2.0016060E-005,-4.6378691E-001,-3.7256234E-002,-5.6343020E-001,-4.2148473E-001,-4.0571942E-001,-3.0334231E-001,-6.1041865E-001,-8.8776592E-002,-7.5930699E-001,-6.4425615E-001,-6.3677057E-001,-8.4092805E-001,-6.4415252E-001,-6.3233220E-001,-9.2146918E-001,-6.4389016E-001,-6.3118743E-001,-9.7332806E-001
 1.3200190E+003, 0.0000000E+000, 0.0000000E+000,-1.4044288E+001,-2.4797543E+000,-1.2474708E+001,-4.7390584E-004, 2.6848369E-004, 0.0000000E+000,-2.9527303E+001,-2.8998955E+001, 8.0375324E-005, 6.0946485E-015, 1.1331220E-005,-4.5144573E-001,-6.9187750E-002,-5.5371345E-001,-4.1710540E-001,-3.8194439E-001,-1.6835295E-001,-6.1146539E-001,-5.6580590E-002,-7.4588007E-001,-6.4422585E-001,-6.3640727E-001,-8.7321001E-001,-6.4396912E-001,-6.3106045E-001,-9.3076053E-001,-6.4372348E-001,-6.2986988E-001,-9.7088198E-001
 1.3300159E+003, 0.0000000E+000, 0.0000000E+000,-1.3404331E+001,-2.3569389E+000,-1.1771131E+001,-5.1539831E-004, 1.2332959E-003, 0.0000000E+000,-2.8014797E+001,-2.7531682E+001, 1.3425579E-004, 7.3767279E-015, 1.9572283E-005,-4.3798010E-001,-2.7740795E-002,-5.4394133E-001,-4.1386556E-001,-3.6771383E-001,-2.4981607E-001,-6.0644501E-001,-2.2577230E-002,-7.4321264E-001,-6.4413994E-001,-6.3502266E-001,-8.5189015E-001,-6.4388691E-001,-6.3004883E-001,-9.1967852E-001,-6.4359513E-001,-6.2833297E-001,-9.6352883E-001
 1.3400027E+003, 0.0000000E+000, 0.0000000E+000,-1.2803510E+001,-2.5563331E+000,-1.1145123E+001,-4.3070882E-004, 1.6867455E-003, 0.0000000E+000,-2.6997733E+001,-2.6503711E+001, 1.1467541E-004, 7.3431583E-015, 1.4561812E-005,-4.3268837E-001, 1.6247810E-002,-5.3419590E-001,-3.7601975E-001,-3.4674276E-001,-3.1910685E-001,-5.9718676E-001, 1.2329882E-002,-7.4664987E-001,-6.4406644E-001,-6.3477176E-001,-8.2728014E-001,-6.4388691E-001,-6.2881733E-001,-9.0266247E-001,-6.4358157E-001,-6.2709337E-001,-9.4662674E-001
 1.3500183E+003, 0.0000000E+000, 0.0000000E+000,-1.2251811E+001,-2.3788487E+000,-1.0501495E+001,-4.8026691E-004, 1.4272393E-004, 0.0000000E+000,-2.5766567E+001,-2.5132492E+001, 4.7099126E-005, 4.9685118E-015, 1.0691755E-005,-4.4175895E-001, 6.2388011E-002,-5.2460410E-001,-3.6241961E-001,-3.1513741E-001,-2.4710688E-002,-6.0943662E-001, 4.9210965E-002,-7.5441260E-001,-6.4395503E-001,-6.3454089E-001,-8.4236593E-001,-6.4376103E-001,-6.2777382E-001,-9.1243816E-001,-6.4349657E-001,-6.2632871E-001,-9.5682441E-001
 1.3600051E+003, 0.0000000E+000, 0.0000000E+000,-1.1738875E+001,-2.2912626E+000,-9.7948907E+000,-4.1734953E-004, 2.7688303E-004, 0.0000000E+000,-2.4236063E+001,-2.3825169E+001, 1.2830858E-004, 6.6916257E-015, 1.6714186E-005,-4.2810048E-001, 2.6724033E-002,-5.1579300E-001,-3.2983684E-001,-2.9549426E-001,-9.7148420E-002,-6.0065046E-001, 8.7204478E-002,-7.4858521E-001,-6.4387804E-001,-6.3378713E-001,-8.5361810E-001,-6.4367415E-001,-6.2737077E-001,-9.2026929E-001,-6.4343453E-001,-6.2489759E-001,-9.5889305E-001
 1.3700208E+003, 0.0000000E+000, 0.0000000E+000,-1.1260572E+001,-2.1908048E+000,-9.2620173E+000,-5.0417868E-004, 1.2935208E-003, 0.0000000E+000,-2.3287220E+001,-2.2712605E+001, 7.0666965E-005, 4.3100886E-015, 8.1166604E-006,-4.2098297E-001, 9.8901427E-002,-5.1341608E-001,-3.2831532E-001,-2.8348245E-001,-4.2623859E-001,-5.8866831E-001, 1.2739806E-001,-7.4130925E-001,-6.4384362E-001,-6.3282207E-001,-8.3259880E-001,-6.4367412E-001,-6.2645138E-001,-8.9378953E-001,-6.4336115E-001,-6.2413680E-001,-9.4101397E-001
 1.3800076E+003, 0.0000000E+000, 0.0000000E+000,-1.0825856E+001,-2.4115166E+000,-8.8112237E+000,-4.7620371E-004, 9.6479089E-004, 0.0000000E+000,-2.2516931E+001,-2.2048107E+001, 5.6609253E-005, 2.9384995E-015, 8.5962197E-006,-4.0724924E-001, 1.4943417E-001,-5.1246157E-001,-3.1779498E-001,-2.6739999E-001,-3.9678808E-001,-5.8826602E-001, 1.6893393E-001,-7.4007856E-001,-6.4382594E-001,-6.3250743E-001,-8.2608853E-001,-6.4365585E-001,-6.2566372E-001,-8.9642119E-001,-6.4331025E-001,-6.2307933E-001,-9.2667605E-001
 1.3900232E+003, 0.0000000E+000, 0.0000000E+000,-1.0422120E+001,-2.1574446E+000,-8.4132394E+000,-3.7193628E-004, 6.6292310E-004, 0.0000000E+000,-2.1457101E+001,-2.0992513E+001, 1.1779273E-004, 6.3515597E-015, 1.2841993E-005,-3.8583290E-001, 9.3167588E-002,-5.0729341E-001,-2.8580903E-001,-2.2692622E-001,-1.3724423E-001,-5.9031981E-001, 2.1158232E-001,-7.4190763E-001,-6.4370614E-001,-6.3207167E-001,-8.3098517E-001,-6.4354768E-001,-6.2482873E-001,-9.1255209E-001,-6.4327599E-001,-6.2206181E-001,-9.3141878E-001
 1.4000099E+003, 0.0000000E+000, 0.0000000E+000,-1.0051687E+001,-1.8126645E+000,-8.0020033E+000,-4.2406946E-004, 3.9967948E-005, 0.0000000E+000,-2.0362048E+001,-1.9866739E+001, 3.8357698E-005, 3.0207843E-015, 5.4850037E-006,-3.8142366E-001, 1.0619369E-001,-5.0939976E-001,-2.8784950E-001,-2.1958362E-001,-4.0018416E-002,-5.9291710E-001, 2.5681230E-001,-7.4480709E-001,-6.4364099E-001,-6.3106823E-001,-8.4276434E-001,-6.4342255E-001,-6.2445980E-001,-9.1276070E-001,-6.4316662E-001,-6.2139117E-001,-9.3589474E-001
 1.4100083E+003, 0.0000000E+000, 0.0000000E+000,-9.7072117E+000,-2.2391587E+000,-7.5951112E+000,-4.3346353E-004, 7.9311373E-004, 0.0000000E+000,-1.9992160E+001,-1.9541122E+001, 9.3184556E-005, 4.8026141E-015, 8.9773857E-006,-3.7197866E-001, 1.7140718E-001,-5.0910293E-001,-2.8397369E-001,-2.0540715E-001,-2.4793964E-001,-5.8383413E-001, 3.0358401E-001,-7.4044615E-001,-6.4362686E-001,-6.3032287E-001,-8.4162844E-001,-6.4338143E-001,-6.2366918E-001,-9.0155016E-001,-6.4312362E-001,-6.2071926E-001,-9.2219912E-001
 1.4200239E+003, 0.0000000E+000, 0.0000000E+000,-9.3600053E+000,-1.9942313E+000,-7.3978465E+000,-4.1453385E-004, 5.0736046E-004, 0.0000000E+000,-1.9219238E+001,-1.8751990E+001, 7.9225141E-005, 4.0101077E-015, 1.3081880E-005,-3.6544436E-001, 1.9292247E-001,-5.0159513E-001,-2.6048021E-001,-1.8522182E-001,-3.1875891E-001,-5.8052241E-001, 3.5234754E-001,-7.3878127E-001,-6.4358154E-001,-6.3000994E-001,-8.3321397E-001,-6.4334945E-001,-6.2281968E-001,-8.9915927E-001,-6.4307258E-001,-6.1982186E-001,-9.3203673E-001
 1.4300087E+003, 0.0000000E+000, 0.0000000E+000,-9.0552098E+000,-1.8484700E+000,-6.9475875E+000,-3.6338384E-004, 7.0437125E-004, 0.0000000E+000,-1.8322750E+001,-1.7850926E+001, 1.4028816E-004, 7.1266169E-015, 1.1032364E-005,-3.5515418E-001, 1.7075096E-001,-4.9266628E-001,-2.5325695E-001,-1.5549920E-001,-1.5610617E-001,-5.8189540E-001, 4.0254553E-001,-7.4013878E-001,-6.4347260E-001,-6.2884063E-001,-8.2687559E-001,-6.4333186E-001,-6.2236316E-001,-9.0320051E-001,-6.4303152E-001,-6.1862233E-001,-9.3924732E-001
 1.4400243E+003, 0.0000000E+000, 0.0000000E+000,-8.7667346E+000,-1.6938085E+000,-6.6618535E+000,-3.7549563E-004, 1.6564348E-003, 0.0000000E+000,-1.7622498E+001,-1.7121116E+001, 8.5045612E-005, 4.4599289E-015, 7.6025464E-006,-3.4149228E-001, 2.0854389E-001,-4.8884315E-001,-2.5213618E-001,-1.4294156E-001,-4.9192132E-003,-5.8266070E-001, 4.5560583E-001,-7.3797293E-001,-6.4344407E-001,-6.2810587E-001,-8.2644427E-001,-6.4326088E-001,-6.2140454E-001,-8.8938500E-001,-6.4294194E-001,-6.1807065E-001,-9.0924804E-001
 1.4500111E+003, 0.0000000E+000, 0.0000000E+000,-8.4916718E+000,-1.6351781E+000,-6.5053761E+000,-3.4112624E-004, 4.0301595E-004, 0.0000000E+000,-1.7135009E+001,-1.6632164E+001, 4.1390913E-005, 3.3991431E-015, 1.0021264E-005,-3.3318105E-001, 2.3345922E-001,-4.8852010E-001,-2.4996649E-001,-1.1537341E-001, 9.0754971E-002,-5.8787459E-001, 5.1009518E-001,-7.4338943E-001,-6.4340062E-001,-6.2821941E-001,-8.2810073E-001,-6.4320570E-001,-6.2037024E-001,-8.8713223E-001,-6.4286661E-001,-6.1716345E-001,-9.1494644E-001
 1.4600267E+003, 0.0000000E+000, 0.0000000E+000,-8.2357753E+000,-2.0031542E+000,-6.1553955E+000,-3.5307438E-004, 1.8000226E-004, 0.0000000E+000,-1.6793231E+001,-1.6394498E+001, 1.3882591E-004, 5.7675101E-015, 1.0331139E-005,-3.2491715E-001, 2.1456589E-001,-4.7355980E-001,-2.3346570E-001,-9.5825563E-002,-3.2550816E-002,-5.7791068E-001, 5.6606693E-001,-7.3720594E-001,-6.4339127E-001,-6.2708514E-001,-8.2772128E-001,-6.4315825E-001,-6.2000174E-001,-8.9529239E-001,-6.4283055E-001,-6.1665993E-001,-9.2929677E-001
 1.4700135E+003, 0.0000000E+000, 0.0000000E+000,-7.9888803E+000,-1.5294622E+000,-5.9661752E+000,-3.6262511E-004, 7.1798809E-004, 0.0000000E+000,-1.5934585E+001,-1.5484162E+001, 7.8835364E-005, 4.1895615E-015, 8.3670951E-006,-3.1948485E-001, 2.9148137E-001,-4.7101390E-001,-2.0594257E-001,-8.5720156E-002,-9.4757718E-002,-5.7497422E-001, 6.2492917E-001,-7.3541930E-001,-6.4335911E-001,-6.2654155E-001,-8.2127946E-001,-6.4311910E-001,-6.1979933E-001,-8.9713395E-001,-6.4276550E-001,-6.1561398E-001,-9.2706665E-001
 1.4800002E+003, 0.0000000E+000, 0.0000000E+000,-7.7627865E+000,-1.6576637E+000,-5.7949733E+000,-3.8968027E-004, 9.2574645E-004, 0.0000000E+000,-1.5721727E+001,-1.5214887E+001, 1.3091681E-005, 3.2616692E-015, 7.8256650E-006,-3.1552291E-001, 2.9729691E-001,-4.6833988E-001,-2.0550224E-001,-5.2899205E-002,-6.7618636E-002,-5.7306611E-001, 6.8563668E-001,-7.3670801E-001,-6.4330221E-001,-6.2641443E-001,-8.1134329E-001,-6.4308672E-001,-6.1902389E-001,-8.8261454E-001,-6.4272599E-001,-6.1499751E-001,-9.2712266E-001
 1.4900160E+003, 0.0000000E+000, 0.0000000E+000,-7.5554881E+000,-1.5248551E+000,-5.5097602E+000,-3.3845210E-004, 3.7868853E-004, 0.0000000E+000,-1.4997039E+001,-1.4590063E+001, 3.9278135E-006, 1.9532042E-015, 3.7757120E-006,-3.0967756E-001, 2.4865264E-001,-4.6752873E-001,-1.9279424E-001,-4.7917275E-002, 5.1811590E-003,-5.7327214E-001, 7.4872380E-001,-7.4112521E-001,-6.4326367E-001,-6.2520461E-001,-8.1620614E-001,-6.4303274E-001,-6.1820384E-001,-8.7415204E-001,-6.4268995E-001,-6.1467742E-001,-9.2302897E-001
 1.5000027E+003, 0.0000000E+000, 0.0000000E+000,-7.3547514E+000,-1.6974210E+000,-5.3794570E+000,-3.7029625E-004, 1.2438658E-003, 0.0000000E+000,-1.4845400E+001,-1.4430756E+001, 9.1145038E-005, 3.5728025E-015, 7.8014744E-006,-2.8977255E-001, 3.2377376E-001,-4.6916732E-001,-1.9406752E-001,-1.1262334E-002, 5.8807699E-002,-5.7545783E-001, 8.1375023E-001,-7.4142668E-001,-6.4324331E-001,-6.2529152E-001,-8.1507126E-001,-6.4299239E-001,-6.1772836E-001,-8.7563830E-001,-6.4264241E-001,-6.1370611E-001,-9.0247478E-001
 1.5100183E+003, 0.0000000E+000, 0.0000000E+000,-7.1546569E+000,-1.7434121E+000,-5.1386186E+000,-3.6246831E-004, 3.2582873E-004, 0.0000000E+000,-1.4478217E+001,-1.4036724E+001, 2.6652405E-005, 3.4745029E-015, 7.8287897E-006,-2.8989851E-001, 3.5749082E-001,-4.6384698E-001,-1.8793614E-001, 3.8068918E-003, 3.6148847E-003,-5.7123453E-001, 8.8138231E-001,-7.3954751E-001,-6.4322547E-001,-6.2396563E-001,-8.1806467E-001,-6.4294916E-001,-6.1733822E-001,-8.8093042E-001,-6.4257783E-001,-6.1315280E-001,-9.0097051E-001
 1.5200051E+003, 0.0000000E+000, 0.0000000E+000,-6.9758782E+000,-1.4520517E+000,-5.0511271E+000,-3.2942758E-004, 5.5382437E-004, 0.0000000E+000,-1.3924161E+001,-1.3478833E+001, 1.0357471E-004, 5.1612649E-015, 8.8263907E-006,-2.9209401E-001, 3.4403344E-001,-4.5773899E-001,-1.6406981E-001, 2.3792422E-002,-4.2420427E-002,-5.6704784E-001, 9.5117432E-001,-7.3677166E-001,-6.4315986E-001,-6.2330854E-001,-8.1480632E-001,-6.4291709E-001,-6.1635526E-001,-8.7404305E-001,-6.4255753E-001,-6.1282619E-001,-9.0324689E-001
 1.5300208E+003, 0.0000000E+000, 0.0000000E+000,-6.7999496E+000,-1.5430359E+000,-4.8752179E+000,-3.2873178E-004, 5.3757797E-004, 0.0000000E+000,-1.3677662E+001,-1.3217995E+001, 4.5020675E-005, 2.7537172E-015, 4.8703629E-006,-2.7951474E-001, 3.8986853E-001,-4.5910522E-001,-1.5355612E-001, 6.0561731E-002,-8.8416688E-003,-5.6861411E-001, 1.0234832E+000,-7.3645788E-001,-6.4314307E-001,-6.2299470E-001,-8.0948374E-001,-6.4289467E-001,-6.1581999E-001,-8.7460553E-001,-6.4251353E-001,-6.1198902E-001,-9.1940968E-001
 1.5400076E+003, 0.0000000E+000, 0.0000000E+000,-6.6281679E+000,-1.4833584E+000,-4.6732091E+000,-3.0991733E-004, 1.0097896E-003, 0.0000000E+000,-1.3151750E+001,-1.2784036E+001, 9.9693670E-005, 4.6055725E-015, 1.0051637E-005,-2.6796015E-001, 4.0374364E-001,-4.5315622E-001,-1.6067485E-001, 7.3174680E-002, 6.8037589E-002,-5.6742743E-001, 1.0982057E+000,-7.3983101E-001,-6.4313812E-001,-6.2174622E-001,-8.0663733E-001,-6.4286816E-001,-6.1452220E-001,-8.7769246E-001,-6.4241525E-001,-6.1107557E-001,-8.9674272E-001
 1.5500232E+003, 0.0000000E+000, 0.0000000E+000,-6.4706636E+000,-1.3998381E+000,-4.5252012E+000,-2.6163205E-004, 6.1839241E-004, 0.0000000E+000,-1.2904610E+001,-1.2395346E+001, 3.6033989E-005, 1.9101575E-015, 4.1706964E-006,-2.6580508E-001, 3.8065747E-001,-4.5287211E-001,-1.3639728E-001, 1.0467638E-001, 8.3572980E-002,-5.6819063E-001, 1.1755548E+000,-7.3696950E-001,-6.4309184E-001,-6.2100343E-001,-8.0392986E-001,-6.4286423E-001,-6.1436091E-001,-8.7330980E-001,-6.4241971E-001,-6.1058714E-001,-8.9678726E-001
 1.5600099E+003, 0.0000000E+000, 0.0000000E+000,-6.3259097E+000,-1.4980854E+000,-4.4406353E+000,-3.1861607E-004, 4.5078045E-004, 0.0000000E+000,-1.2654089E+001,-1.2264498E+001, 6.9838551E-005, 3.0003292E-015, 5.7047855E-006,-2.5574918E-001, 4.1646505E-001,-4.4552622E-001,-1.3140045E-001, 1.3042734E-001, 9.8059222E-002,-5.6514237E-001, 1.2550471E+000,-7.3509433E-001,-6.4308094E-001,-6.2033026E-001,-8.0904699E-001,-6.4281269E-001,-6.1381033E-001,-8.7166325E-001,-6.4238281E-001,-6.1012779E-001,-9.1287131E-001
 1.5700255E+003, 0.0000000E+000, 0.0000000E+000,-6.1840227E+000,-1.3508747E+000,-4.2350570E+000,-3.0331330E-004, 3.3671074E-004, 0.0000000E+000,-1.2140008E+001,-1.1769921E+001, 1.1822801E-005, 2.7330749E-015, 5.5970520E-006,-2.5392195E-001, 4.6775746E-001,-4.4344586E-001,-1.3561066E-001, 1.4123772E-001, 8.5292255E-002,-5.6466048E-001, 1.3378782E+000,-7.3345620E-001,-6.4307804E-001,-6.1951398E-001,-8.1474319E-001,-6.4271406E-001,-6.1350840E-001,-8.7062982E-001,-6.4229542E-001,-6.0923710E-001,-9.1470001E-001
 1.5800123E+003, 0.0000000E+000, 0.0000000E+000,-6.0386411E+000,-1.6038478E+000,-4.1938453E+000,-3.0277447E-004, 1.0645998E-003, 0.0000000E+000,-1.2236814E+001,-1.1835572E+001, 1.2041144E-004, 4.7570745E-015, 6.4037679E-006,-2.3577499E-001, 4.6516973E-001,-4.4359461E-001,-9.7759017E-002, 1.8403714E-001, 9.1910835E-002,-5.6344548E-001, 1.4226275E+000,-7.3178730E-001,-6.4303642E-001,-6.1910387E-001,-8.1566338E-001,-6.4267467E-001,-6.1241316E-001,-8.7682902E-001,-6.4230440E-001,-6.0885574E-001,-8.9803373E-001
 1.5900280E+003, 0.0000000E+000, 0.0000000E+000,-5.9032586E+000,-1.3032403E+000,-4.0220866E+000,-2.8388894E-004, 6.2757833E-004, 0.0000000E+000,-1.1660557E+001,-1.1228242E+001, 6.8479754E-005, 5.0513101E-015, 1.0199003E-005,-2.2813381E-001, 4.8385779E-001,-4.3679048E-001,-9.8885351E-002, 2.0615412E-001, 1.1638716E-001,-5.5878144E-001, 1.5104956E+000,-7.3047066E-001,-6.4301321E-001,-6.1800617E-001,-8.2285780E-001,-6.4262036E-001,-6.1192409E-001,-8.8169684E-001,-6.4222247E-001,-6.0789904E-001,-8.9292933E-001
 1.6000148E+003, 0.0000000E+000, 0.0000000E+000,-5.7745475E+000,-1.1642211E+000,-3.9407515E+000,-3.0135109E-004, 3.9421004E-004, 0.0000000E+000,-1.1309752E+001,-1.0879427E+001, 1.3300095E-005, 2.5418166E-015, 6.0765162E-006,-2.2531084E-001, 5.1975776E-001,-4.3253964E-001,-9.7340472E-002, 2.3778434E-001, 1.4894946E-001,-5.6292659E-001, 1.6010057E+000,-7.3140878E-001,-6.4298956E-001,-6.1769434E-001,-8.2139154E-001,-6.4258455E-001,-6.1084129E-001,-8.7019449E-001,-6.4214649E-001,-6.0737099E-001,-9.1500082E-001
 1.6100015E+003, 0.0000000E+000, 0.0000000E+000,-5.6509650E+000,-1.3540424E+000,-3.8500717E+000,-2.9021756E-004, 8.3030675E-004, 0.0000000E+000,-1.1215817E+001,-1.0854539E+001,-5.8093078E-005, 2.7912095E-016,-1.8101581E-007,-2.2008209E-001, 4.9356246E-001,-4.3521452E-001,-7.0411716E-002, 2.6269792E-001, 1.4885638E-001,-5.6071981E-001, 1.6944371E+000,-7.3324532E-001,-6.4294890E-001,-6.1615525E-001,-8.1430043E-001,-6.4259277E-001,-6.1071524E-001,-8.7723676E-001,-6.4218482E-001,-6.0706709E-001,-8.9349873E-001
 1.6200171E+003, 0.0000000E+000, 0.0000000E+000,-5.5445045E+000,-1.3956745E+000,-3.7890786E+000,-2.9680790E-004, 7.0501915E-004, 0.0000000E+000,-1.1189039E+001,-1.0728849E+001, 4.7303608E-005, 4.5379920E-015, 8.5605750E-006,-2.1211215E-001, 5.1446829E-001,-4.3347091E-001,-8.6306120E-002, 2.8721681E-001, 1.4317949E-001,-5.5867168E-001, 1.7905151E+000,-7.2979167E-001,-6.4295324E-001,-6.1616318E-001,-8.0146153E-001,-6.4261306E-001,-6.1027232E-001,-8.6549870E-001,-6.4213215E-001,-6.0614843E-001,-9.0846950E-001
 1.6300039E+003, 0.0000000E+000, 0.0000000E+000,-5.4298546E+000,-1.2956764E+000,-3.5926121E+000,-2.4736688E-004, 1.0011249E-003, 0.0000000E+000,-1.0631213E+001,-1.0317389E+001, 2.6705040E-005, 1.3532567E-015, 5.1199767E-006,-2.1082612E-001, 5.6467701E-001,-4.2847390E-001,-6.0706443E-002, 3.1680626E-001, 1.6948222E-001,-5.6098603E-001, 1.8894675E+000,-7.3079013E-001,-6.4291997E-001,-6.1485304E-001,-7.9825173E-001,-6.4258652E-001,-6.0933488E-001,-8.6883577E-001,-6.4211186E-001,-6.0614657E-001,-8.9445151E-001
 1.6400195E+003, 0.0000000E+000, 0.0000000E+000,-5.3111709E+000,-1.1359617E+000,-3.5799843E+000,-2.2937596E-004, 5.4568306E-004, 0.0000000E+000,-1.0476686E+001,-1.0026801E+001, 8.1683133E-005, 4.0896302E-015, 5.6563496E-006,-2.0364668E-001, 5.6904331E-001,-4.2511593E-001,-5.3293538E-002, 3.4963304E-001, 1.7892188E-001,-5.5757941E-001, 1.9915621E+000,-7.3081413E-001,-6.4286220E-001,-6.1417228E-001,-8.0052633E-001,-6.4252706E-001,-6.0871727E-001,-8.7282639E-001,-6.4206472E-001,-6.0542926E-001,-8.9613737E-001
 1.6500063E+003, 0.0000000E+000, 0.0000000E+000,-5.2089224E+000,-1.3163081E+000,-3.4868876E+000,-2.5564572E-004, 3.5188025E-004, 0.0000000E+000,-1.0401614E+001,-1.0012022E+001, 3.3378674E-005, 2.7709912E-015, 3.3104587E-006,-1.9296671E-001, 5.5643111E-001,-4.2654650E-001,-5.4499336E-002, 3.7691467E-001, 1.8764828E-001,-5.5792249E-001, 2.0964135E+000,-7.3235400E-001,-6.4284789E-001,-6.1303269E-001,-8.0250123E-001,-6.4248078E-001,-6.0851490E-001,-8.7178511E-001,-6.4200728E-001,-6.0482081E-001,-9.0155936E-001
 1.6600220E+003, 0.0000000E+000, 0.0000000E+000,-5.1085982E+000,-1.2836043E+000,-3.3793019E+000,-2.5896981E-004, 8.7161500E-004, 0.0000000E+000,-1.0151612E+001,-9.7708917E+000, 1.3398409E-005, 8.8693061E-016, 3.1802497E-006,-1.9174151E-001, 5.6919339E-001,-4.2681232E-001,-2.2185409E-002, 4.0605858E-001, 1.9620090E-001,-5.5681970E-001, 2.2044012E+000,-7.3187822E-001,-6.4281368E-001,-6.1230581E-001,-8.0373945E-001,-6.4244372E-001,-6.0790339E-001,-8.6578833E-001,-6.4199933E-001,-6.0434377E-001,-8.9406694E-001
 1.6700087E+003, 0.0000000E+000, 0.0000000E+000,-5.0074901E+000,-1.1638095E+000,-3.2780558E+000,-2.7482854E-004, 1.1012820E-003, 0.0000000E+000,-9.8355591E+000,-9.4485290E+000, 7.3968397E-005, 2.3228312E-015, 5.9236994E-006,-1.8050819E-001, 6.1810393E-001,-4.2140726E-001,-2.2342996E-002, 4.4840344E-001, 2.0997399E-001,-5.5298128E-001, 2.3152166E+000,-7.3158885E-001,-6.4277882E-001,-6.1158826E-001,-8.0433404E-001,-6.4239779E-001,-6.0715803E-001,-8.5634676E-001,-6.4198602E-001,-6.0399335E-001,-8.9530718E-001
 1.6800243E+003, 0.0000000E+000, 0.0000000E+000,-4.9089783E+000,-1.2469106E+000,-3.1617185E+000,-2.6811151E-004, 6.2805811E-004, 0.0000000E+000,-9.6722961E+000,-9.3172474E+000, 5.0140656E-005, 3.3937949E-015, 7.0567647E-006,-1.7283770E-001, 6.4388092E-001,-4.1851606E-001,-1.2677213E-002, 4.7055878E-001, 2.1904733E-001,-5.5679782E-001, 2.4291901E+000,-7.2973244E-001,-6.4279046E-001,-6.1056738E-001,-8.0774546E-001,-6.4235456E-001,-6.0691206E-001,-8.5546978E-001,-6.4191588E-001,-6.0325261E-001,-8.9183651E-001
 1.6900111E+003, 0.0000000E+000, 0.0000000E+000,-4.8102544E+000,-1.2222619E+000,-3.1251993E+000,-2.1622332E-004, 7.3420574E-004, 0.0000000E+000,-9.5666388E+000,-9.1571977E+000, 6.5306652E-005, 2.0222972E-015, 3.1730154E-006,-1.6622230E-001, 6.2210829E-001,-4.1349336E-001, 9.9340685E-003, 5.0426402E-001, 2.4363026E-001,-5.4995159E-001, 2.5461380E+000,-7.3097078E-001,-6.4272292E-001,-6.0979371E-001,-8.0280597E-001,-6.4231027E-001,-6.0585843E-001,-8.6499095E-001,-6.4192622E-001,-6.0268580E-001,-8.9220846E-001
 1.7000267E+003, 0.0000000E+000, 0.0000000E+000,-4.7193067E+000,-1.0585133E+000,-3.0389017E+000,-2.2906791E-004, 6.8392490E-004, 0.0000000E+000,-9.1611541E+000,-8.8162669E+000,-2.3219930E-005, 1.4685162E-015, 3.0214849E-006,-1.6247029E-001, 6.0257230E-001,-4.1747186E-001,-2.2094684E-003, 5.4186680E-001, 2.3841087E-001,-5.5294012E-001, 2.6667948E+000,-7.3085889E-001,-6.4272522E-001,-6.0842960E-001,-8.0101477E-001,-6.4231364E-001,-6.0593746E-001,-8.4968217E-001,-6.4190716E-001,-6.0283366E-001,-8.8805541E-001
