s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa
 1.1900024E+003, 2.8894380E+003, 0.0000000E+000,-2.4919424E+003,-1.0079329E+001,-4.1698581E+002,-1.8626249E-001, 2.6066369E-002, 0.0000000E+000,-3.0385484E+001,-2.9729720E+001, 5.4239703E-006, 6.6242324E-002, 6.6108824E-005,-1.4708235E+000,-9.6012649E-001,-1.6048456E+000,-7.3692752E-001,-6.3954976E-001,-9.9708667E-001,-9.6537193E-001,-9.9555839E-001,-6.8708662E-001,-6.9555444E-001,-1.5248220E+000,-6.4932750E-001,-6.7543443E-001,-1.2521571E+000,-6.4967139E-001,-6.8598272E-001,-1.7463512E+000,-6.4955868E-001,-6.8956638E-001,-1.9105789E+000
 1.2000038E+003, 2.8450366E+003, 0.0000000E+000,-2.2909728E+003,-3.4958587E+000,-4.0709047E+002,-1.9569807E-001,-4.8513384E-002, 0.0000000E+000, 1.4160780E+002, 1.4323330E+002,-1.1681829E-004, 6.6039115E-002, 3.0674450E-005,-2.0835984E+000,-9.7682584E-001,-1.6082769E+000,-7.3996771E-001,-6.3929655E-001,-1.0105237E+000,-9.7508965E-001,-1.0007806E+000,-6.8792239E-001,-6.9346016E-001,-1.6248555E+000,-6.4935448E-001,-6.7597361E-001,-2.0462152E+000,-6.4966339E-001,-6.8653892E-001,-2.1426633E+000,-6.4957963E-001,-6.9014658E-001,-1.9972026E+000
 1.2100016E+003, 2.6109748E+003, 0.0000000E+000,-2.2668230E+003,-1.6762747E+001,-4.0807645E+002,-1.9481756E-001, 2.1817183E-002, 0.0000000E+000,-8.2807429E+001,-8.0860414E+001,-2.2387590E-005, 6.5836580E-002, 2.7628200E-005,-1.8637585E+000,-9.5401518E-001,-1.5641064E+000,-7.3948896E-001,-6.3914085E-001,-9.7643641E-001,-9.6099435E-001,-9.7175437E-001,-6.8782700E-001,-6.9412156E-001,-1.5715936E+000,-6.4929597E-001,-6.7514714E-001,-1.7651332E+000,-6.4962170E-001,-6.8545060E-001,-1.9046487E+000,-6.4953552E-001,-6.8921582E-001,-1.8746929E+000
 1.2200057E+003, 2.7122524E+003, 0.0000000E+000,-2.2392631E+003,-1.6781436E+001,-3.9225900E+002,-1.9243492E-001,-7.0131157E-003, 0.0000000E+000, 5.9756564E+001, 6.3749402E+001,-2.0897207E-004, 6.5633051E-002, 3.5210782E-006,-1.9459570E+000,-9.4633990E-001,-1.5559982E+000,-7.3663644E-001,-6.3872768E-001,-9.6519764E-001,-9.3917502E-001,-9.5214976E-001,-6.8230125E-001,-6.9599330E-001,-1.6219449E+000,-6.4941419E-001,-6.7550961E-001,-1.8690744E+000,-6.4971796E-001,-6.8564002E-001,-1.9093331E+000,-6.4964891E-001,-6.8919911E-001,-1.9488356E+000
 1.2300018E+003, 3.0809406E+003, 0.0000000E+000,-2.5107460E+003,-8.9748478E+000,-4.2439482E+002,-1.9268273E-001,-2.1276604E-003, 0.0000000E+000, 1.3487495E+002, 1.3663011E+002, 2.3500145E-005, 6.5430494E-002, 4.7404117E-005,-1.8638924E+000,-9.5171715E-001,-1.5753253E+000,-7.3308454E-001,-6.3847778E-001,-9.7575905E-001,-9.4780167E-001,-9.5694094E-001,-6.8374626E-001,-6.9559942E-001,-1.7310942E+000,-6.4945264E-001,-6.7548669E-001,-1.9430564E+000,-6.4973672E-001,-6.8585658E-001,-2.0993577E+000,-6.4966099E-001,-6.8954560E-001,-1.9174235E+000
 1.2400010E+003, 3.1644214E+003, 0.0000000E+000,-2.5747137E+003, 7.9755343E-001,-4.5727882E+002,-1.9677582E-001,-2.5027142E-002, 0.0000000E+000, 1.3239848E+002, 1.3300459E+002, 1.1640929E-005, 6.5227332E-002, 4.5503731E-005,-2.1198997E+000,-9.7933350E-001,-1.5819051E+000,-7.3494192E-001,-6.3836847E-001,-9.8107280E-001,-9.6508690E-001,-9.4842514E-001,-6.8972085E-001,-6.9296448E-001,-1.2933961E+000,-6.4944579E-001,-6.7564656E-001,-2.6317093E+000,-6.4965890E-001,-6.8614838E-001,-2.5379636E+000,-6.4961976E-001,-6.8985162E-001,-2.0634601E+000
 1.2500051E+003, 2.8330620E+003, 0.0000000E+000,-2.4213690E+003,-1.9172992E+001,-4.5806638E+002,-2.0260818E-001, 1.8054182E-002, 0.0000000E+000,-6.8666858E+001,-6.5730954E+001,-1.3061848E-004, 6.5024460E-002, 3.0927042E-006,-2.0801227E+000,-9.6522817E-001,-1.6784150E+000,-7.2619470E-001,-6.3806081E-001,-9.6391320E-001,-9.5226729E-001,-9.8319702E-001,-6.8203885E-001,-6.9439263E-001,-1.7128200E+000,-6.4942610E-001,-6.7481840E-001,-1.8697753E+000,-6.4970743E-001,-6.8526921E-001,-1.9665230E+000,-6.4962588E-001,-6.8917678E-001,-2.0627945E+000
 1.2600035E+003, 2.8335602E+003, 0.0000000E+000,-2.2995840E+003,-1.1735403E+001,-4.3968412E+002,-1.9395320E-001, 1.6869560E-002, 0.0000000E+000, 7.8385615E+001, 8.2379530E+001,-2.3917193E-004, 6.4821473E-002, 4.8937612E-006,-1.7910202E+000,-9.5897012E-001,-1.6207244E+000,-7.2675393E-001,-6.3772537E-001,-9.7236826E-001,-9.5308519E-001,-9.4937433E-001,-6.8418044E-001,-6.9340995E-001,-1.5341419E+000,-6.4950907E-001,-6.7497014E-001,-1.8011813E+000,-6.4972568E-001,-6.8559521E-001,-1.9462938E+000,-6.4966691E-001,-6.8936745E-001,-1.9935606E+000
 1.2700054E+003, 2.9151201E+003, 0.0000000E+000,-2.4190704E+003,-1.3574195E+001,-4.6400354E+002,-1.8989870E-001,-2.1178300E-002, 0.0000000E+000, 1.5785908E+001, 1.8260897E+001,-2.5414421E-004, 6.4618381E-002,-1.7497660E-005,-2.2991185E+000,-9.6434412E-001,-1.6205461E+000,-7.2805053E-001,-6.3734980E-001,-9.8210130E-001,-9.4238668E-001,-9.5398864E-001,-6.8178510E-001,-6.9324924E-001,-1.5033331E+000,-6.4950561E-001,-6.7545450E-001,-1.9096963E+000,-6.4969962E-001,-6.8548008E-001,-1.9439774E+000,-6.4966246E-001,-6.8933980E-001,-1.9778441E+000
 1.2800052E+003, 3.0251807E+003, 0.0000000E+000,-2.4873802E+003,-4.3207258E+000,-4.6538376E+002,-1.8403836E-001, 3.4119461E-003, 0.0000000E+000, 6.6852655E+001, 6.7915397E+001,-7.6147041E-005, 6.4415717E-002, 4.2527513E-005,-1.9391742E+000,-9.7472950E-001,-1.6274451E+000,-7.2595342E-001,-6.3714600E-001,-9.9139630E-001,-9.4727093E-001,-9.7841812E-001,-6.8536633E-001,-6.9043552E-001,-1.6092530E+000,-6.4942544E-001,-6.7523509E-001,-2.1432866E+000,-6.4961388E-001,-6.8537442E-001,-2.1608400E+000,-6.4958407E-001,-6.8929009E-001,-2.0400662E+000
 1.2900049E+003, 3.0035798E+003, 0.0000000E+000,-2.4673437E+003,-1.2351549E+001,-4.4751277E+002,-1.7499872E-001,-1.5908889E-002, 0.0000000E+000, 7.3541281E+001, 7.6180840E+001,-9.5367111E-005, 6.4212231E-002,-6.3464376E-006,-2.2837760E+000,-9.8391563E-001,-1.6117953E+000,-7.3394972E-001,-6.3682950E-001,-9.9337658E-001,-9.4985553E-001,-9.6655442E-001,-6.8431227E-001,-6.8972460E-001,-1.3416409E+000,-6.4945873E-001,-6.7513605E-001,-2.4244366E+000,-6.4961958E-001,-6.8580320E-001,-2.1442203E+000,-6.4966085E-001,-6.8996606E-001,-2.1649261E+000
 1.3000023E+003, 2.8671750E+003, 0.0000000E+000,-2.4146506E+003,-2.5754711E+001,-4.4773515E+002,-1.8413721E-001, 2.4573280E-002, 0.0000000E+000,-2.5408672E+001,-2.1124983E+001,-4.6893527E-005, 6.4009820E-002, 7.3912348E-005,-1.8680617E+000,-9.6251037E-001,-1.5822883E+000,-7.1677417E-001,-6.3625991E-001,-9.5554512E-001,-9.2398854E-001,-9.1433556E-001,-6.7807753E-001,-6.9318898E-001,-1.7807368E+000,-6.4950562E-001,-6.7590153E-001,-1.8513683E+000,-6.4972176E-001,-6.8498236E-001,-2.0109027E+000,-6.4974480E-001,-6.8905888E-001,-2.0320352E+000
 1.3100061E+003, 2.5992784E+003, 0.0000000E+000,-2.2576999E+003,-1.3956720E+001,-4.0646184E+002,-1.8340639E-001, 2.1525706E-003, 0.0000000E+000,-7.9058389E+001,-7.9021278E+001, 7.9107222E-005, 6.3806468E-002, 2.6647647E-005,-2.1358941E+000,-9.6373660E-001,-1.6073785E+000,-7.1627039E-001,-6.3590247E-001,-9.6023270E-001,-9.1386997E-001,-9.1987570E-001,-6.7505155E-001,-6.9073072E-001,-1.4137554E+000,-6.4937877E-001,-6.7495027E-001,-1.6225254E+000,-6.4961317E-001,-6.8429278E-001,-1.8830425E+000,-6.4965665E-001,-6.8823030E-001,-1.9751864E+000
 1.3200039E+003, 3.0040307E+003, 0.0000000E+000,-2.4192575E+003,-1.9232257E+001,-4.2381245E+002,-1.9147825E-001,-1.1355617E-002, 0.0000000E+000, 1.3801626E+002, 1.4152566E+002,-1.9135087E-004, 6.3603729E-002, 4.2866094E-005,-2.2249069E+000,-9.5780954E-001,-1.5894935E+000,-7.1063615E-001,-6.3531429E-001,-9.6707247E-001,-9.0168250E-001,-9.1544772E-001,-6.7480141E-001,-6.9221179E-001,-1.7788740E+000,-6.4949956E-001,-6.7590941E-001,-1.6200940E+000,-6.4969577E-001,-6.8457486E-001,-1.8647111E+000,-6.4973344E-001,-6.8846900E-001,-2.1081072E+000
 1.3300055E+003, 2.8223584E+003, 0.0000000E+000,-2.3158581E+003,-1.4319742E+001,-4.3668165E+002,-2.0845649E-001,-2.5807498E-002, 0.0000000E+000, 5.2472755E+001, 5.5264691E+001,-7.5680038E-005, 6.3400527E-002, 3.0580474E-005,-2.1184287E+000,-9.6016800E-001,-1.5777714E+000,-7.1169172E-001,-6.3474758E-001,-9.7229278E-001,-9.0470904E-001,-8.8363764E-001,-6.6781349E-001,-6.9194192E-001,-1.7448834E+000,-6.4951351E-001,-6.7572487E-001,-2.6861056E+000,-6.4967468E-001,-6.8444247E-001,-2.6077277E+000,-6.4972601E-001,-6.8839687E-001,-2.1308573E+000
 1.3400012E+003, 2.7823330E+003, 0.0000000E+000,-2.3449229E+003,-1.5773079E+001,-4.4216518E+002,-2.0052091E-001, 3.6100933E-002, 0.0000000E+000,-2.2601986E+001,-2.0692500E+001,-1.9071476E-004, 6.3197754E-002, 3.2506305E-005,-1.9370149E+000,-9.5791440E-001,-1.5789783E+000,-7.0953082E-001,-6.3418839E-001,-9.7713431E-001,-9.0827411E-001,-9.3765758E-001,-6.6710346E-001,-6.9029186E-001,-1.5900128E+000,-6.4950701E-001,-6.7550148E-001,-1.8665988E+000,-6.4976680E-001,-6.8424245E-001,-1.9507113E+000,-6.4974139E-001,-6.8831170E-001,-2.0712390E+000
 1.3500043E+003, 2.9697388E+003, 0.0000000E+000,-2.4231913E+003,-1.3287455E+001,-4.5295579E+002,-1.9159686E-001, 1.6566173E-003, 0.0000000E+000, 7.8531992E+001, 8.0114287E+001,-1.5181607E-004, 6.2849096E-002, 6.9006729E-005,-2.1475569E+000,-9.6210216E-001,-1.5831394E+000,-7.0851916E-001,-6.3372365E-001,-9.6465157E-001,-8.9275182E-001,-9.5695455E-001,-6.6471743E-001,-6.8950865E-001,-1.4165117E+000,-6.4946258E-001,-6.7540676E-001,-1.5148220E+000,-6.4973199E-001,-6.8397582E-001,-1.8268539E+000,-6.4975695E-001,-6.8792526E-001,-2.1092815E+000
 1.3600054E+003, 2.8158977E+003, 0.0000000E+000,-2.3549924E+003,-1.5771238E+001,-4.4054894E+002,-1.8798418E-001,-1.3006439E-002, 0.0000000E+000, 2.2684896E+000, 4.3841060E+000,-2.6610820E-004, 6.2353763E-002, 3.2502851E-006,-2.1184121E+000,-9.7860431E-001,-1.5697564E+000,-7.1258462E-001,-6.3307876E-001,-9.6008633E-001,-8.8280685E-001,-9.7996412E-001,-6.6629162E-001,-6.8819392E-001,-1.7967650E+000,-6.4943274E-001,-6.7551635E-001,-1.7672044E+000,-6.4962397E-001,-6.8391171E-001,-1.9836401E+000,-6.4973016E-001,-6.8805642E-001,-2.1349930E+000
 1.3700002E+003, 2.8108120E+003, 0.0000000E+000,-2.3227502E+003,-1.4929763E+001,-4.4723473E+002,-1.7273783E-001,-2.1280880E-002, 0.0000000E+000, 2.3439178E+001, 2.5703327E+001,-1.1934519E-004, 6.1860449E-002,-5.7600616E-006,-2.4185482E+000,-9.6185396E-001,-1.6136588E+000,-7.1440493E-001,-6.3234319E-001,-9.6707124E-001,-8.9953295E-001,-9.9223870E-001,-6.6463390E-001,-6.8685181E-001,-1.9551236E+000,-6.4944312E-001,-6.7525430E-001,-2.1490058E+000,-6.4952136E-001,-6.8394642E-001,-2.2155383E+000,-6.4963371E-001,-6.8794244E-001,-1.9071724E+000
 1.3800020E+003, 2.6998846E+003, 0.0000000E+000,-2.2568602E+003,-2.5255743E+001,-4.3217884E+002,-1.6797447E-001, 8.5938590E-003, 0.0000000E+000,-1.9508438E+001,-1.4569547E+001,-9.1496623E-005, 6.1364939E-002,-2.6336746E-006,-2.1447909E+000,-9.5137327E-001,-1.6255998E+000,-6.9871111E-001,-6.3142338E-001,-9.6914937E-001,-8.9128428E-001,-9.5079207E-001,-6.5597783E-001,-6.8893643E-001,-2.0218235E+000,-6.4954776E-001,-6.7541463E-001,-2.0446989E+000,-6.4964656E-001,-6.8384578E-001,-2.1739733E+000,-6.4970791E-001,-6.8781068E-001,-2.1485640E+000
 1.3900016E+003, 2.9001950E+003, 0.0000000E+000,-2.3890191E+003,-1.0648874E+001,-4.4185289E+002,-1.8367403E-001, 3.0215265E-003, 0.0000000E+000, 5.7779509E+001, 5.8493467E+001, 1.3946535E-004, 6.0871055E-002, 4.1640369E-005,-2.2235366E+000,-9.4789453E-001,-1.6040032E+000,-6.9552470E-001,-6.3086164E-001,-9.4951376E-001,-8.9144314E-001,-9.4126099E-001,-6.5585545E-001,-6.8570631E-001,-1.4967587E+000,-6.4944298E-001,-6.7481236E-001,-2.1966599E+000,-6.4951903E-001,-6.8335991E-001,-2.2468307E+000,-6.4963823E-001,-6.8700025E-001,-2.0821634E+000
 1.4000034E+003, 2.5579843E+003, 0.0000000E+000,-2.2488320E+003,-2.4295445E+001,-4.1562035E+002,-1.8807472E-001, 3.9858412E-003, 0.0000000E+000,-1.3319963E+002,-1.3094754E+002,-1.1103980E-004, 6.0376319E-002, 2.1028474E-005,-2.3865107E+000,-9.5098914E-001,-1.6157228E+000,-6.9605396E-001,-6.2998802E-001,-9.6127998E-001,-8.7379187E-001,-9.9159008E-001,-6.5209244E-001,-6.8529264E-001,-1.6331526E+000,-6.4943274E-001,-6.7482248E-001,-1.7655344E+000,-6.4956941E-001,-6.8320808E-001,-1.9083602E+000,-6.4966363E-001,-6.8703846E-001,-2.1127131E+000
 1.4100020E+003, 2.7952801E+003, 0.0000000E+000,-2.2777244E+003,-1.5252241E+001,-4.1324602E+002,-1.8755540E-001, 6.2675437E-003, 0.0000000E+000, 8.6668700E+001, 8.8876125E+001, 2.2301334E-005, 5.9881813E-002, 6.0729153E-006,-2.0525171E+000,-9.5260959E-001,-1.5960414E+000,-7.0051298E-001,-6.2914691E-001,-9.5166656E-001,-8.7504167E-001,-9.6801497E-001,-6.5523923E-001,-6.8360824E-001,-1.6516675E+000,-6.4942557E-001,-6.7467469E-001,-1.8893416E+000,-6.4954372E-001,-6.8315700E-001,-2.0561723E+000,-6.4965689E-001,-6.8708276E-001,-2.2521609E+000
 1.4200045E+003, 2.6704179E+003, 0.0000000E+000,-2.2597206E+003,-1.7792304E+001,-4.0864209E+002,-1.8623690E-001, 5.5500047E-003, 0.0000000E+000,-1.7664131E+001,-1.5917793E+001,-1.5550672E-005, 5.9387585E-002, 3.0400929E-005,-1.9146687E+000,-9.4690329E-001,-1.5720217E+000,-6.9305647E-001,-6.2826121E-001,-9.5859279E-001,-8.7322897E-001,-9.5798512E-001,-6.5449261E-001,-6.8251502E-001,-1.5692010E+000,-6.4943266E-001,-6.7462065E-001,-2.0302573E+000,-6.4948704E-001,-6.8255061E-001,-2.1897558E+000,-6.4959626E-001,-6.8669160E-001,-2.1043488E+000
 1.4300050E+003, 2.7400455E+003, 0.0000000E+000,-2.2359216E+003,-1.8362934E+001,-4.2106340E+002,-1.9468756E-001,-1.8802686E-002, 0.0000000E+000, 6.2133724E+001, 6.4484095E+001,-1.3750155E-004, 5.8892521E-002, 2.9563592E-005,-2.3167551E+000,-9.4181119E-001,-1.6543558E+000,-6.9865376E-001,-6.2728782E-001,-9.4121018E-001,-8.5000532E-001,-9.9026212E-001,-6.4906121E-001,-6.8168219E-001,-1.5262535E+000,-6.4941912E-001,-6.7472852E-001,-2.0965035E+000,-6.4951626E-001,-6.8313123E-001,-2.1576975E+000,-6.4970652E-001,-6.8710474E-001,-2.2346126E+000
 1.4400070E+003, 2.6011856E+003, 0.0000000E+000,-2.1817559E+003,-2.1655677E+001,-4.0833334E+002,-1.9288984E-001, 1.4823374E-002, 0.0000000E+000,-1.2461761E+001,-1.0737461E+001,-1.3268160E-004, 5.8399033E-002, 2.5225256E-005,-2.1965001E+000,-9.4138636E-001,-1.6423135E+000,-6.9838358E-001,-6.2618257E-001,-9.3564391E-001,-8.7044184E-001,-9.9618228E-001,-6.4707770E-001,-6.8046300E-001,-1.8466268E+000,-6.4939440E-001,-6.7421820E-001,-1.5369425E+000,-6.4947471E-001,-6.8278838E-001,-1.8310663E+000,-6.4963324E-001,-6.8687138E-001,-2.1454968E+000
 1.4500033E+003, 2.5770505E+003, 0.0000000E+000,-2.1562504E+003,-2.3803902E+001,-4.0640053E+002,-1.8186598E-001,-5.6063020E-003, 0.0000000E+000,-1.2338060E+001,-9.5917377E+000,-3.0145635E-004, 5.7424741E-002, 5.8299400E-005,-1.9458733E+000,-9.3603723E-001,-1.5998812E+000,-6.9773993E-001,-6.2498386E-001,-9.3616766E-001,-8.6126943E-001,-9.7333943E-001,-6.4846333E-001,-6.7970438E-001,-1.5869487E+000,-6.4944870E-001,-6.7486096E-001,-2.2307849E+000,-6.4948938E-001,-6.8294661E-001,-2.4379476E+000,-6.4965285E-001,-6.8681687E-001,-2.0893300E+000
 1.4600021E+003, 2.3986709E+003, 0.0000000E+000,-2.0574860E+003,-2.1822539E+001,-3.9024255E+002,-1.8621120E-001,-9.4793972E-003, 0.0000000E+000,-7.2616441E+001,-7.1075820E+001, 2.3543645E-005, 5.5980760E-002, 5.1029289E-006,-2.3728501E+000,-9.3339188E-001,-1.6246759E+000,-6.9265756E-001,-6.2381885E-001,-9.3803458E-001,-8.6366402E-001,-9.6396830E-001,-6.4766863E-001,-6.7755537E-001,-1.3805141E+000,-6.4942709E-001,-6.7445803E-001,-2.2970804E+000,-6.4945443E-001,-6.8271738E-001,-2.3062864E+000,-6.4961003E-001,-6.8651302E-001,-1.9479496E+000
 1.4700045E+003, 2.4549518E+003, 0.0000000E+000,-2.0525805E+003,-1.8325820E+001,-3.7683704E+002,-1.8898265E-001, 2.8506014E-002, 0.0000000E+000, 5.8583786E+000, 7.0479419E+000,-1.5382622E-004, 5.4531957E-002, 7.6201369E-005,-2.0707276E+000,-9.2967150E-001,-1.5827083E+000,-7.0409464E-001,-6.2256916E-001,-9.2845318E-001,-8.5990664E-001,-1.0111804E+000,-6.4535431E-001,-6.7511623E-001,-1.5590105E+000,-6.4936858E-001,-6.7418384E-001,-1.4538611E+000,-6.4960605E-001,-6.8257484E-001,-1.7627387E+000,-6.4971927E-001,-6.8661015E-001,-2.1677120E+000
 1.4800000E+003, 2.6090047E+003, 0.0000000E+000,-2.1619501E+003,-2.1443328E+001,-3.9488274E+002,-1.8133358E-001,-1.4119428E-002, 0.0000000E+000, 2.9423014E+001, 3.0533066E+001,-2.3614423E-005, 5.3085548E-002, 3.7047079E-005,-2.2403963E+000,-9.2874027E-001,-1.5847094E+000,-7.0193841E-001,-6.2124389E-001,-9.2979445E-001,-8.4849618E-001,-9.1802697E-001,-6.4920677E-001,-6.7412132E-001,-1.5757130E+000,-6.4938754E-001,-6.7405433E-001,-1.8238275E+000,-6.4955154E-001,-6.8231693E-001,-1.9603965E+000,-6.4968332E-001,-6.8631808E-001,-2.0331408E+000
 1.4900060E+003, 2.4725743E+003, 0.0000000E+000,-2.0670072E+003,-2.2109587E+001,-3.9013377E+002,-1.8441275E-001,-1.3078699E-002, 0.0000000E+000,-8.3983364E+000,-6.8737448E+000,-4.3381835E-005, 5.1638817E-002, 9.7723717E-005,-2.3062580E+000,-9.4170808E-001,-1.5672038E+000,-7.0081975E-001,-6.1979663E-001,-9.2675832E-001,-8.4522124E-001,-9.9275973E-001,-6.5282581E-001,-6.7188254E-001,-1.5649286E+000,-6.4943141E-001,-6.7427342E-001,-2.1110457E+000,-6.4957164E-001,-6.8257667E-001,-2.1552050E+000,-6.4969485E-001,-6.8664079E-001,-2.1645307E+000
 1.5000066E+003, 2.4308178E+003, 0.0000000E+000,-2.0190182E+003,-2.9250870E+001,-3.7593557E+002,-1.7329146E-001,-1.7134906E-002, 0.0000000E+000, 3.2853390E+000, 6.4227588E+000,-6.7573717E-005, 5.0189814E-002, 1.0010604E-004,-2.4056206E+000,-9.2798185E-001,-1.5774816E+000,-6.9267390E-001,-6.1806760E-001,-9.3016106E-001,-8.3990105E-001,-9.4462320E-001,-6.4978685E-001,-6.7181425E-001,-1.8044630E+000,-6.4951003E-001,-6.7453586E-001,-2.2017578E+000,-6.4959638E-001,-6.8237614E-001,-2.4834229E+000,-6.4968316E-001,-6.8643026E-001,-2.2953065E+000
 1.5100000E+003, 2.2425367E+003, 0.0000000E+000,-1.9359194E+003,-1.9710279E+001,-3.6229372E+002,-1.7385187E-001, 2.4442277E-002, 0.0000000E+000,-7.5745418E+001,-7.5536100E+001, 5.8409358E-005, 4.8745464E-002, 2.1562547E-005,-2.2060459E+000,-9.3082121E-001,-1.5152512E+000,-6.9477677E-001,-6.1661776E-001,-9.2851648E-001,-8.3753383E-001,-9.8668582E-001,-6.4967452E-001,-6.6792904E-001,-1.5162109E+000,-6.4940371E-001,-6.7382005E-001,-1.9780466E+000,-6.4951360E-001,-6.8185051E-001,-2.1795102E+000,-6.4962687E-001,-6.8597808E-001,-2.1547561E+000
 1.5200037E+003, 2.2055095E+003, 0.0000000E+000,-1.8120955E+003,-2.0555143E+001,-3.5526533E+002,-1.5852699E-001,-1.5897960E-002, 0.0000000E+000, 1.5372363E+001, 1.7419100E+001,-1.2803536E-004, 4.7295103E-002, 3.1153320E-005,-2.3659023E+000,-9.3564330E-001,-1.5193575E+000,-6.9604697E-001,-6.1478420E-001,-9.2343321E-001,-8.4024963E-001,-9.7113806E-001,-6.5200959E-001,-6.6580328E-001,-1.8269023E+000,-6.4942625E-001,-6.7399040E-001,-2.0431343E+000,-6.4953696E-001,-6.8208616E-001,-2.2441537E+000,-6.4963804E-001,-6.8627688E-001,-2.2557311E+000
 1.5300062E+003, 2.1176326E+003, 0.0000000E+000,-1.8245609E+003,-2.9157024E+001,-3.4324762E+002,-1.5973817E-001, 1.6194541E-002, 0.0000000E+000,-8.2124259E+001,-7.9476463E+001,-1.4146434E-004, 4.5850551E-002, 6.0137449E-005,-2.1504124E+000,-9.2006243E-001,-1.4940014E+000,-6.8319242E-001,-6.1276332E-001,-9.1260899E-001,-8.1743879E-001,-9.4837990E-001,-6.4740900E-001,-6.6553446E-001,-1.8848332E+000,-6.4946450E-001,-6.7388707E-001,-1.9004525E+000,-6.4954364E-001,-6.8165888E-001,-2.0927428E+000,-6.4964539E-001,-6.8565380E-001,-2.0909571E+000
 1.5400006E+003, 2.0929465E+003, 0.0000000E+000,-1.7919855E+003,-1.5048259E+001,-3.2873922E+002,-1.6494596E-001, 6.5211817E-004, 0.0000000E+000,-4.3365999E+001,-4.2990747E+001,-7.5025978E-005, 4.4400865E-002,-2.2796067E-005,-2.1246220E+000,-9.2962408E-001,-1.5077147E+000,-6.8878511E-001,-6.1089970E-001,-9.2709701E-001,-8.2708955E-001,-9.7192445E-001,-6.5042971E-001,-6.6004872E-001,-1.5309079E+000,-6.4942872E-001,-6.7363347E-001,-2.0829091E+000,-6.4944955E-001,-6.8178460E-001,-2.2322008E+000,-6.4957105E-001,-6.8582103E-001,-2.1433972E+000
 1.5500068E+003, 2.1274400E+003, 0.0000000E+000,-1.7752092E+003,-1.9068596E+001,-3.2772635E+002,-1.5618250E-001,-3.8699137E-003, 0.0000000E+000, 4.2198191E+000, 5.2757854E+000,-3.3271925E-005, 4.2955304E-002, 4.3653319E-005,-2.0943274E+000,-9.1388190E-001,-1.5321029E+000,-6.8438437E-001,-6.0877206E-001,-9.2545530E-001,-8.1513360E-001,-9.5611264E-001,-6.4923034E-001,-6.5687412E-001,-1.5753749E+000,-6.4940125E-001,-6.7335226E-001,-2.2783324E+000,-6.4944105E-001,-6.8147933E-001,-2.3164349E+000,-6.4957490E-001,-6.8559978E-001,-2.1432818E+000
 1.5600049E+003, 2.0119754E+003, 0.0000000E+000,-1.6911031E+003,-2.3339002E+001,-3.1526419E+002,-1.5974770E-001, 8.8453939E-003, 0.0000000E+000,-1.8599760E+001,-1.7881775E+001,-9.7178662E-005, 4.1507299E-002, 6.2184372E-005,-2.1897208E+000,-9.0420428E-001,-1.5362504E+000,-6.7416512E-001,-6.0659906E-001,-9.3138786E-001,-7.9778024E-001,-1.0000820E+000,-6.4709679E-001,-6.5362774E-001,-1.4867989E+000,-6.4936713E-001,-6.7305165E-001,-1.8804277E+000,-6.4950663E-001,-6.8143197E-001,-2.1080076E+000,-6.4963763E-001,-6.8552390E-001,-2.0752188E+000
 1.5700032E+003, 2.0307254E+003, 0.0000000E+000,-1.6949510E+003,-2.6404456E+001,-3.1133071E+002,-1.5440636E-001,-1.7797899E-003, 0.0000000E+000,-2.8934699E+000,-2.1169556E+000,-7.5326054E-005, 4.0060010E-002, 6.2947950E-005,-2.2536574E+000,-8.9689145E-001,-1.5101579E+000,-6.7722970E-001,-6.0413241E-001,-9.3610660E-001,-7.9438821E-001,-9.9115276E-001,-6.4411820E-001,-6.5143036E-001,-1.5459837E+000,-6.4940642E-001,-6.7291188E-001,-1.7831438E+000,-6.4955944E-001,-6.8137158E-001,-2.0083692E+000,-6.4966264E-001,-6.8537037E-001,-2.1741685E+000
 1.5800042E+003, 1.7858513E+003, 0.0000000E+000,-1.5727091E+003,-3.1705747E+001,-3.0812358E+002,-1.4980830E-001, 9.5887660E-003, 0.0000000E+000,-1.2845703E+002,-1.2682736E+002,-4.4227690E-005, 3.8614644E-002, 6.2805283E-005,-2.0602713E+000,-8.8222817E-001,-1.4889144E+000,-6.6887031E-001,-6.0148691E-001,-9.1827319E-001,-7.7779006E-001,-1.0067166E+000,-6.3961407E-001,-6.4942906E-001,-1.5856582E+000,-6.4938414E-001,-6.7263733E-001,-1.8461156E+000,-6.4956497E-001,-6.8071846E-001,-1.9934899E+000,-6.4967796E-001,-6.8481933E-001,-2.0180945E+000
